;file_name;node;best_kingdom;kingdom_consensus_score;best_phylum;phylum_consensus_score;best_class;class_consensus_score;best_order;order_consensus_score;best_family;family_consensus_score;best_genus;genus_consensus_score;best_species;species_consensus_score
16;Aegean_Sea_760;Medium pelagics;Animalia;1.0;Chordata;1.0;Actinopterygii;0.935;Scombriformes;0.4625;Scombridae;0.475;Scomber;0.4375;Trachurus trachurus;0.225
17;Aegean_Sea_760;Medium-large demersals 1;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;0.4875;Merlucciidae;0.4875;Merluccius;0.4875;Merluccius merluccius;0.4875
18;Aegean_Sea_760;Medium-large demersals 2;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;0.4875;Merlucciidae;0.4875;Merluccius;0.475;Merluccius merluccius;0.25
19;Aegean_Sea_760;Micro/Mesozooplankton;Animalia;1.0;Arthropoda;0.9625;Copepoda;0.4625;Calanoida;0.4125;Multiple;0.2125;Acartia;0.225;Acartia clausi;0.2
20;Aegean_Sea_760;Monk seal;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Carnivora;0.9875;Phocidae;0.9625;Monachus;1.0;Monachus monachus;0.5
21;Aegean_Sea_760;Norway lobster;Animalia;1.0;Arthropoda;1.0;Malacostraca;1.0;Decapoda;1.0;Nephropidae;0.9875;Nephrops;1.0;Nephrops norvegicus;0.5
22;Aegean_Sea_760;Octopus and cuttlefish;Animalia;1.0;Mollusca;1.0;Cephalopoda;0.9875;Octopoda, Sepiida;0.4625;Octopodidae, Sepiidae;0.4625;Octopus;0.4;Octopus vulgaris;0.35
23;Aegean_Sea_760;Other gadiforms;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;0.9875;Gadidae;0.25;Merluccius;0.2375;Merluccius merluccius;0.225
24;Aegean_Sea_760;Other small pelagics;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;0.9875;Engraulidae;0.725;Engraulis;0.6875;Engraulis encrasicolus;0.4125
25;Aegean_Sea_760;Phytoplankton;Chromista;0.4;Bacillariophyta, Dinophyta, Haptophyta;0.2375;Bacillariophyceae;0.35;Multiple;0.2125;Multiple;0.2125;Multiple;0.2125;Multiple;0.2125
26;Aegean_Sea_760;Picarels and bogue;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.475;Sparidae;0.725;Boops;0.5;boops;0.25
27;Aegean_Sea_760;Piscivorous deep sea fish;Animalia;1.0;Chordata;1.0;Actinopterygii;0.95;Stomiiformes;0.2375;Stomiidae;0.225;Stomias;0.2125;Micromesistius poutassou;0.175
28;Aegean_Sea_760;Planktivorous deep sea fish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Stomiiformes;0.6375;Gonostomatidae;0.4875;Cyclothone;0.475;Cyclothone braueri;0.25
29;Aegean_Sea_760;Polychaetes;Animalia;1.0;Annelida;1.0;Polychaeta;0.9875;Nereidida;0.225;Nereididae;0.2375;Nereis;0.225;Nereis diversicolor;0.2125
30;Aegean_Sea_760;Rays and skates;Animalia;1.0;Chordata;1.0;Chondrichthyes;0.7375;Rajiformes;0.7125;Rajidae;0.7;Raja;0.65;Raja clavata;0.4125
31;Aegean_Sea_760;Red mullets;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.95;Mullidae;0.9875;Mullus;0.4875;Mullus barbatus;0.475
32;Aegean_Sea_760;Rockfish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scorpaeniformes;0.9624999999999999;Scorpaenidae;0.975;Scorpaena;0.44999999999999996;Scorpaena scrofa;0.225
33;Aegean_Sea_760;Sea turtles;Animalia;1.0;Chordata;1.0;Reptilia;0.9875;Testudines;0.975;Cheloniidae;0.7;Caretta;0.675;Caretta caretta;0.45
34;Aegean_Sea_760;Seabirds;Animalia;1.0;Chordata;1.0;Aves;1.0;Procellariiformes;0.45;Procellariidae;0.4375;Calonectris;0.44999999999999996;Calonectris diomedea;0.42500000000000004
35;Aegean_Sea_760;Sharks;Animalia;1.0;Chordata;1.0;Chondrichthyes;0.7375;Carcharhiniformes;0.675;Pentanchidae;0.42500000000000004;Galeus;0.425;Galeus melastomus;0.225
36;Aegean_Sea_760;Shelf crabs;Animalia;1.0;Arthropoda;1.0;Malacostraca;0.995;Decapoda;0.97;Portunidae;0.4125;Carcinus;0.225;Carcinus maenas;0.2125
37;Aegean_Sea_760;Shrimps;Animalia;1.0;Arthropoda;1.0;Malacostraca;0.995;Decapoda;0.97;Penaeidae;0.2125;Palaemon;0.225;Aristeus antennatus;0.2125
38;Aegean_Sea_760;Slope crabs;Animalia;1.0;Arthropoda;1.0;Malacostraca;0.995;Decapoda;0.97;Geryonidae;0.4;Chaceon;0.4;Chaceon mediterraneus;0.3625
39;Aegean_Sea_760;Small demersals 1;Animalia;0.95;Chordata;0.95;Actinopterygii;0.925;Perciformes;0.25;Gobiidae;0.4375;Gobius;0.225;Gobius niger;0.225
40;Aegean_Sea_760;Small demersals 2;Animalia;1.0;Chordata;0.9875;Actinopterygii;0.975;Gobiiformes;0.44999999999999996;Gobiidae;0.4375;Mullus;0.25;Mullus barbatus;0.25
41;Aegean_Sea_760;Small demersals 3;Animalia;1.0;Chordata;0.9875;Actinopterygii;0.975;Spariformes;0.25;Gobiidae;0.25;Gobius;0.25;Gobius niger;0.25
42;Aegean_Sea_760;Squids;Animalia;1.0;Mollusca;1.0;Cephalopoda;1.0;Teuthida;0.725;Loliginidae;0.42500000000000004;Loligo;0.42500000000000004;Loligo vulgaris;0.42500000000000004
43;Aleutian_Islands_252;Adult pollock;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;1.0;Gadidae;1.0;Gadus;0.9875;Gadus chalcogrammus;0.725
44;Aleutian_Islands_252;Arrowtooth;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;0.9975;Pleuronectidae;0.9875;Atheresthes;0.995;Atheresthes stomias;0.745
45;Aleutian_Islands_252;Atka mackerel;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.45;Hexagrammidae;0.7375;Pleurogrammus;0.7375;Pleurogrammus monopterygius;0.7375
46;Aleutian_Islands_252;Baleen whales;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;0.975;Balaenopteridae;0.225;Balaenoptera;0.2125;Multiple;0.2
47;Aleutian_Islands_252;Benthic inverts;Animalia;0.95;Mollusca, Echinodermata, Annelida, Cnidaria;0.225;;0.0;;0.0;;0.0;;0.0;;0.0
48;Aleutian_Islands_252;Birds;Animalia;1.0;Chordata;1.0;Aves;1.0;Charadriiformes, Pelecaniformes, Accipitriformes;0.2125;Alcidae, Phalacrocoracidae, Accipitridae;0.2;Multiple;0.1875;Multiple;0.175
49;Aleutian_Islands_252;Cephalopods;Animalia;1.0;Mollusca;1.0;Cephalopoda;0.995;Octopoda, Teuthida;0.2375;Ommastrephidae;0.2;Todarodes;0.2;Todarodes pacificus;0.2
50;Aleutian_Islands_252;Deep L;Animalia;1.0;Chordata;1.0;Actinopterygii;0.95;Scorpaeniformes;0.6875;Liparidae;0.5;Liparis;0.225;Sebastes alutus;0.15
51;Aleutian_Islands_252;Dem S M;Animalia;1.0;Chordata;1.0;Actinopterygii;0.95;Scorpaeniformes;0.25;Scorpaenidae;0.25;Sebastes;0.25;;0.0
52;Aleutian_Islands_252;Detritus;;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;;0.0
53;Aleutian_Islands_252;Epiben carnivores;Animalia;0.9375;Chordata;0.25;Actinopterygii;0.25;Gadiformes, Scorpaeniformes, Pleuronectiformes;0.225;;0.0;Sebastes;0.125;Sebastes alutus;0.1
54;Aleutian_Islands_252;Flatfish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;0.9875;Pleuronectidae;0.4625;Limanda;0.175;Limanda aspera;0.15
55;Aleutian_Islands_252;Halibut;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;0.9875;Pleuronectidae;0.725;Hippoglossus;0.9875;Hippoglossus stenolepis;0.7375
56;Aleutian_Islands_252;Herring;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;1.0;Clupeidae;1.0;Clupea;1.0;Clupea pallasii;0.5
57;Aleutian_Islands_252;Juvenile pollock;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;1.0;Gadidae;1.0;Gadus;0.9875;Gadus chalcogrammus;0.725
58;Aleutian_Islands_252;Large pelagics;Animalia;1.0;Chordata;1.0;Actinopterygii;0.7124999999999999;Lamniformes;0.25;Lamnidae;0.25;Lamna;0.25;Lamna ditropis;0.2375
59;Aleutian_Islands_252;Large pred demersals;Animalia;1.0;Chordata;1.0;Actinopterygii;0.95;Gadiformes;0.7075;Gadidae;0.6950000000000001;Gadus;0.4875;Gadus chalcogrammus;0.25
60;Aleutian_Islands_252;Large zooplankton;Animalia;1.0;Arthropoda;0.9375;Copepoda;0.6499999999999999;Calanoida;0.6;Calanidae;0.2125;Calanus;0.2125;marshallae;0.2
61;Aleutian_Islands_252;Macrophytes;Chromista;0.6625000000000001;Ochrophyta;0.925;Phaeophyceae;0.9375;Laminariales;0.9;Laminariaceae;0.6125;Nereocystis;0.45;Nereocystis luetkeana;0.425
62;Aleutian_Islands_252;Myctophids;Animalia;1.0;Chordata;1.0;Actinopterygii;0.9875;Myctophiformes;0.975;Myctophidae;0.9875;Stenobrachius;0.15;Stenobrachius leucopsarus;0.1
63;Aleutian_Islands_252;POP;Animalia;1.0;Chordata;1.0;Actinopterygii;0.9875;Scorpaeniformes;0.95;Scorpaenidae;0.475;Sebastes;0.9750000000000001;Sebastes alutus;0.475
64;Aleutian_Islands_252;Pacific cod;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;1.0;Gadidae;1.0;Gadus;1.0;Gadus macrocephalus;0.75
65;Aleutian_Islands_252;Phytoplankton;Chromista;0.6625000000000001;Bacillariophyta;0.9125000000000001;Coscinodiscophyceae;0.42500000000000004;Thalassiosirales;0.7500000000000001;Thalassiosiraceae;0.7124999999999999;Thalassiosira;0.55;Thalassiosira nordenskioeldii;0.3
66;Aleutian_Islands_252;Rockfish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scorpaeniformes;0.95;Scorpaenidae;0.5;Sebastes;0.975;Sebastes aleutianus;0.225
67;Aleutian_Islands_252;SSL Adults;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Carnivora;1.0;Otariidae;1.0;Eumetopias;1.0;Eumetopias jubatus;0.725
68;Aleutian_Islands_252;SSL embryo;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Carnivora;0.975;Otariidae;1.0;Eumetopias;0.75;Eumetopias jubatus;0.5
69;Aleutian_Islands_252;SSL juveniles;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Carnivora;1.0;Otariidae;1.0;Eumetopias;1.0;Eumetopias jubatus;0.725
70;Aleutian_Islands_252;SSL pups;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Carnivora;0.975;Otariidae;1.0;Eumetopias;0.75;Eumetopias jubatus;0.5
71;Aleutian_Islands_252;Sablefish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scorpaeniformes;0.7125;Anoplopomatidae;0.975;Anoplopoma;0.9875;Anoplopoma fimbria;0.7375
72;Aleutian_Islands_252;Salmon;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Salmoniformes;1.0;Salmonidae;1.0;Oncorhynchus;1.0;Oncorhynchus keta;0.44999999999999996
73;Aleutian_Islands_252;Sandlance;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.6375;Ammodytidae;0.9875;Ammodytes;0.975;Ammodytes hexapterus;0.475
74;Aleutian_Islands_252;Sea otters;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Carnivora;1.0;Mustelidae;1.0;Enhydra;1.0;Enhydra lutris;0.7475
75;Aleutian_Islands_252;Shark and skates;Animalia;1.0;Chordata;1.0;Chondrichthyes;1.0;Squaliformes;0.25;Squalidae;0.25;Squalus;0.25;Bathyraja aleutica;0.2125
76;Aleutian_Islands_252;Shark mammal eater;Animalia;1.0;Chordata;1.0;Chondrichthyes;0.9875;Lamniformes;0.6875;Lamnidae;0.6875;Carcharodon;0.45;Carcharodon carcharias;0.42500000000000004
77;Aleutian_Islands_252;Shrimps;Animalia;1.0;Arthropoda;1.0;Malacostraca;0.9875;Decapoda;0.975;Pandalidae;0.225;Pandalus;0.175;Pandalus borealis;0.125
78;Aleutian_Islands_252;Small mammals;Animalia;1.0;Chordata;1.0;Mammalia;0.9975;Carnivora;0.225;Phocidae;0.2375;Mustela, Microtus;0.1875;Multiple;0.175
79;Aleutian_Islands_252;Small pelagics;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;0.975;Clupeidae;0.75;Clupea;0.75;Clupea pallasii;0.725
80;Aleutian_Islands_252;Small zooplankton;Animalia;1.0;Arthropoda;0.9375;Copepoda;0.8625;Cyclopoida;0.5875;Oithonidae;0.2;Oithona;0.2125;similis;0.2
81;Aleutian_Islands_252;Toothed whales;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;0.975;Multiple (Physeteridae, Kogiidae, Ziphiidae);0.2125;Multiple;0.2;Multiple;0.2
82;Aleutian_Islands_252;Transient orca;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;0.975;Delphinidae;1.0;Orcinus;1.0;Orcinus orca;0.725
83;Australia_North_West_Shelf_405;AdCarangids;Animalia;1.0;Chordata;1.0;Actinopterygii;0.9975;Carangiformes;0.9625;Carangidae;1.0;Caranx;0.2125;;0.0
84;Australia_North_West_Shelf_405;BenPhytoplankton;Chromista;0.38749999999999996;Bacillariophyta;0.4625;Bacillariophyceae;0.42500000000000004;Naviculales;0.38749999999999996;Naviculaceae;0.35;Navicula;0.3875;Navicula phyllepta;0.175
85;Australia_North_West_Shelf_405;Coastal sharks;Animalia;1.0;Chordata;1.0;Chondrichthyes;1.0;Carcharhiniformes;0.9750000000000001;Carcharhinidae;0.7375;Carcharhinus;0.2125;;0.0
86;Australia_North_West_Shelf_405;ComPrawns;Animalia;1.0;Arthropoda;1.0;Malacostraca;0.9875;Decapoda;0.9875;Penaeidae;0.925;Penaeus;0.6625;Penaeus merguiensis;0.2
87;Australia_North_West_Shelf_405;Detritus;;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;Detritus;0.0125
88;Australia_North_West_Shelf_405;DpLgFish;Animalia;0.975;Chordata;0.975;Actinopterygii;0.6875;Perciformes;0.4625;Carcharhinidae;0.225;Carcharhinus;0.225;Scomberomorus spp.;0.175
89;Australia_North_West_Shelf_405;DpLizard;Animalia;1.0;Chordata;1.0;Actinopterygii;0.9975;Aulopiformes;0.7375;Synodontidae;0.75;Synodus;0.25;Saurida undosquamis;0.225
90;Australia_North_West_Shelf_405;DpMedFish;Animalia;1.0;Chordata;1.0;Actinopterygii;0.9625;Perciformes;0.4;Berycidae;0.2375;Beryx;0.2375;splendens;0.225
91;Australia_North_West_Shelf_405;DpMullidae;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.9375;Mullidae;0.9875;;0.0;;0.0
92;Australia_North_West_Shelf_405;DpNemipterids;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.8875;Nemipteridae;1.0;Nemipterus;0.475;;0.0
93;Australia_North_West_Shelf_405;DpPonyfish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.8875;Leiognathidae;0.975;;0.0;;0.0
94;Australia_North_West_Shelf_405;DpSmFish;Animalia;1.0;Chordata;1.0;Actinopterygii;0.9625;Aulopiformes;0.25;Synodontidae;0.2375;Saurida;0.2375;elongata;0.2125
95;Australia_North_West_Shelf_405;FryPBream;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.6625;Sparidae;1.0;Acanthopagrus;0.4625;;0.0
96;Australia_North_West_Shelf_405;JuvCarangids;Animalia;1.0;Chordata;1.0;Actinopterygii;0.9975;Carangiformes;0.9625;Carangidae;1.0;Caranx;0.2125;;0.0
97;Australia_North_West_Shelf_405;LgZooplankton;Animalia;0.9875;Arthropoda;0.9750000000000001;Malacostraca;0.25;Copepoda;0.25;Calanidae;0.2;Calanus;0.2;Calanus australis;0.175
98;Australia_North_West_Shelf_405;Macrofauna;Animalia;0.975;Annelida;0.5;Polychaeta;0.4375;Canalipalpata;0.2125;Arenicolidae;0.2;Arenicola;0.1875;Arenicola marina;0.175
99;Australia_North_West_Shelf_405;Megabenthos;Animalia;0.975;Echinodermata;0.5;Holothuroidea;0.475;Holothuriida;0.2125;Holothuriidae;0.4;Holothuria;0.4;Holothuria atra;0.175
100;Australia_North_West_Shelf_405;Microphytobenthos;Chromista;0.675;Bacillariophyta;0.6375;Bacillariophyceae;0.4125;Naviculales, Chlorellales, Oscillatoriales;0.2125;Naviculaceae, Chlorellaceae, Oscillatoriaceae;0.2125;Navicula, Chlorella, Oscillatoria;0.2;Navicula sp.;0.125
101;Australia_North_West_Shelf_405;PelPhytoplankton;Chromista;0.6375;Bacillariophyta;0.7;Bacillariophyceae;0.42500000000000004;Thalassiosirales;0.38749999999999996;Thalassiosiraceae;0.38749999999999996;Thalassiosira;0.4;Thalassiosira weissflogii;0.1875
102;Australia_North_West_Shelf_405;Rays;Animalia;1.0;Chordata;1.0;Chondrichthyes;1.0;Myliobatiformes;0.6625;Dasyatidae;0.2375;;0.0;;0.0
103;Australia_North_West_Shelf_405;RedEmperor;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.7125;Lutjanidae;0.995;Lutjanus;0.995;Lutjanus sebae;0.7375
104;Australia_North_West_Shelf_405;SessEpibenthos;Animalia;0.95;Cnidaria;0.25;Anthozoa;0.2375;Scleractinia;0.225;Balanidae;0.2;Balanus;0.1875;Balanus amphitrite;0.175
105;Australia_North_West_Shelf_405;ShLethrinids;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.7;Lethrinidae;0.9824999999999999;Lethrinus;0.7125;;0.0
106;Australia_North_West_Shelf_405;ShLgFish;Animalia;1.0;Chordata;1.0;Actinopterygii;0.9625;Scombridae;0.25;Lutjanidae;0.44999999999999996;Scomberomorus;0.2375;commerson;0.225
107;Australia_North_West_Shelf_405;ShLizard;Animalia;1.0;Chordata;1.0;Actinopterygii;0.9975;Aulopiformes;0.7375;Synodontidae;0.75;Saurida;0.25;Synodus variegatus;0.225
108;Australia_North_West_Shelf_405;ShLutjanids;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.9125;Lutjanidae;1.0;Lutjanus;0.475;;0.0
109;Australia_North_West_Shelf_405;ShMedFish;Animalia;1.0;Chordata;1.0;Actinopterygii;0.9625;Carangiformes;0.25;Lutjanidae;0.4625;Lutjanus;0.225;Lutjanus sebae;0.2
110;Australia_North_West_Shelf_405;ShMullidae;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.9375;Mullidae;0.9875;;0.0;;0.0
111;Australia_North_West_Shelf_405;ShNemipterirds;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.9125;Nemipteridae;1.0;Nemipterus;0.475;;0.0
112;Australia_North_West_Shelf_405;ShSerranids;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.9375;Serranidae;1.0;Epinephelus;0.225;;0.0
113;Australia_North_West_Shelf_405;ShSmFish;Animalia;1.0;Chordata;1.0;Actinopterygii;0.9625;Clupeiformes;0.25;Clupeidae;0.25;Sardinella;0.2375;lemuru;0.225
114;Australia_North_West_Shelf_405;ShSweetlip;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.9375;Haemulidae;0.975;Plectorhinchus;0.225;Plectorhinchus lineatus;0.2125
115;Australia_North_West_Shelf_405;ShTriggerFish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Tetraodontiformes;0.9750000000000001;Balistidae;0.995;Rhinecanthus;0.225;Rhinecanthus aculeatus;0.225
116;Australia_North_West_Shelf_405;SmTunas;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scombriformes;0.95;Scombridae;0.9750000000000001;Euthynnus;0.25;Euthynnus affinis;0.2375
117;Australia_North_West_Shelf_405;SmZooplankton;Animalia;0.75;Arthropoda;0.75;Copepoda;0.45;Copepoda;0.25;Oxytrichidae;0.175;Acartia;0.2;Oxytricha marina;0.1625
118;Australia_North_West_Shelf_405;SmallPelagics;Animalia;1.0;Chordata;1.0;Actinopterygii;0.9975;Clupeiformes;0.9575;Clupeidae;0.7125;Sardinops;0.2375;Sardinops sagax;0.2375
119;Australia_North_West_Shelf_405;Squid;Animalia;1.0;Mollusca;1.0;Cephalopoda;1.0;Teuthida;0.9125000000000001;Loliginidae;0.15;Sepioteuthis;0.225;Sepioteuthis lessoniana;0.2
120;Bamboung_180;Barracudas +;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Sphyraeniformes;0.4375;Sphyraenidae;1.0;Sphyraena;1.0;Sphyraena barracuda;0.225
121;Bamboung_180;Breton africain;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.65;Haemulidae;0.25;Pomadasys;0.25;Scomberomorus trachurus;0.25
122;Bamboung_180;Carangues;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Carangiformes;0.9624999999999999;Carangidae;0.9750000000000001;Caranx;0.8875;Caranx hippos;0.225
123;Bamboung_180;Crabes;Animalia;1.0;Arthropoda;1.0;Malacostraca;1.0;Decapoda;1.0;Portunidae;0.2125;;0.0;;0.0
124;Bamboung_180;Crevettes;Animalia;1.0;Arthropoda;1.0;Malacostraca;1.0;Decapoda;1.0;Penaeidae;0.6875;Penaeus;0.4;Penaeus kerathurus;0.2125
125;Bamboung_180;Dauphins;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;0.725;Delphinidae;0.9875;Tursiops;0.95;Tursiops truncatus;0.7
126;Bamboung_180;Detritus;;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;;0.0
127;Bamboung_180;Diagramme +;Animalia;1.0;Chordata;1.0;Actinopterygii;0.975;Perciformes;0.8500000000000001;Haemulidae;0.6;Plectorhinchus;0.5;spp.;0.175
128;Bamboung_180;Elops;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Elopiformes;0.9750000000000001;Elopidae;0.9750000000000001;Elops;0.9875;Elops senegalensis;0.45
129;Bamboung_180;Ethmalose;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;0.995;Clupeidae;0.995;Ethmalosa;0.9875;Ethmalosa fimbriata;0.7125
130;Bamboung_180;Gerres;Animalia;1.0;Chordata;1.0;Actinopterygii;0.9875;Perciformes;0.7125;Gerreidae;0.9624999999999999;Gerres;0.9624999999999999;Gerres nigri;0.225
131;Bamboung_180;Grand capitaine;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Carangiformes;0.475;Polynemidae;0.5;Polydactylus;0.5;quadrifilis;0.475
132;Bamboung_180;Macrobenthos;Animalia;0.975;Mollusca;0.2375;Bivalvia;0.2375;Arcida;0.2;Arcidae;0.225;Anadara;0.2375;Anadara senilis;0.225
133;Bamboung_180;Meiobenthos;Animalia;0.975;Nematoda;0.475;Adenophorea;0.2125;Rhabditida;0.2;Rhabditidae;0.1875;Terschellingia;0.175;Turbatrix aceti;0.1625
134;Bamboung_180;Microphytobenth;Chromista;0.4375;Bacillariophyta;0.225;Bacillariophyceae;0.4125;Naviculales;0.42500000000000004;Naviculaceae;0.4125;Navicula;0.42500000000000004;Navicula perminuta;0.175
135;Bamboung_180;Mulets;Animalia;1.0;Chordata;1.0;Actinopterygii;0.9875;Mugiliformes;0.7124999999999999;Mugilidae;0.9750000000000001;Mugil;0.9125;Mugil cephalus;0.45
136;Bamboung_180;Mâchoirons mari;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.25;Polynemidae;0.25;Polydactylus;0.25;Mugil cephalus;0.225
137;Bamboung_180;Oiseaux;Animalia;1.0;Chordata;1.0;Aves;1.0;Pelecaniformes;0.225;Ardeidae;0.2375;Ardea;0.2375;Ardea cinerea;0.225
