;file_name;node;kingdom_best_qwen;kingdom_best_qwen_score;phylum_best_qwen;phylum_best_qwen_score;class_best_qwen;class_best_qwen_score;order_best_qwen;order_best_qwen_score;family_best_qwen;family_best_qwen_score;genus_best_qwen;genus_best_qwen_score;species_best_qwen;species_best_qwen_score
32;Aegean_Sea_760;Rockfish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scorpaeniformes;1.0;Scorpaenidae;1.0;Scorpaena;0.5;Scorpaena scrofa;0.225
33;Aegean_Sea_760;Sea turtles;Animalia;1.0;Chordata;1.0;Reptilia;1.0;Testudines;1.0;Cheloniidae;0.75;Caretta;0.75;Caretta caretta;0.5
34;Aegean_Sea_760;Seabirds;Animalia;1.0;Chordata;1.0;Aves;1.0;Procellariiformes;0.45;Procellariidae;0.45;Calonectris;0.45;Calonectris diomedea;0.4
35;Aegean_Sea_760;Sharks;Animalia;1.0;Chordata;1.0;Chondrichthyes;0.75;Carcharhiniformes;0.75;Pentanchidae;0.4;Galeus;0.45;Galeus melastomus;0.2125
36;Aegean_Sea_760;Shelf crabs;Animalia;1.0;Arthropoda;1.0;Malacostraca;1.0;Decapoda;1.0;Portunidae;0.5;Liocarcinus;0.25;Carcinus maenas;0.2375
37;Aegean_Sea_760;Shrimps;Animalia;1.0;Arthropoda;1.0;Malacostraca;1.0;Decapoda;1.0;Aristeidae;0.225;Aristeus;0.25;Aristeus antennatus;0.25
38;Aegean_Sea_760;Slope crabs;Animalia;1.0;Arthropoda;1.0;Malacostraca;1.0;Decapoda;1.0;Geryonidae;0.5;Chaceon;0.5;Chaceon mediterraneus;0.5
39;Aegean_Sea_760;Small demersals 1;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gobiiformes;0.25;Gobiidae;0.5;Gobius;0.25;Gobius niger;0.2
40;Aegean_Sea_760;Small demersals 2;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gobiiformes;0.5;Gobiidae;0.5;Mullus;0.225;niger;0.225
41;Aegean_Sea_760;Small demersals 3;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gobiiformes;0.25;Gobiidae;0.25;Gobius;0.25;Spicara smaris;0.25
42;Aegean_Sea_760;Squids;Animalia;1.0;Mollusca;1.0;Cephalopoda;1.0;Teuthida;0.65;Loliginidae;0.5;Loligo;0.5;Loligo vulgaris;0.5
43;Aleutian_Islands_252;Adult pollock;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;1.0;Gadidae;1.0;Gadus;1.0;Gadus chalcogrammus;0.75
44;Aleutian_Islands_252;Arrowtooth;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;1.0;Pleuronectidae;1.0;Atheresthes;1.0;Atheresthes stomias;0.75
45;Aleutian_Islands_252;Atka mackerel;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.45;Hexagrammidae;0.75;Pleurogrammus;0.75;Pleurogrammus monopterygius;0.75
46;Aleutian_Islands_252;Baleen whales;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;1.0;Balaenopteridae;0.25;Balaenoptera;0.25;Multiple;0.175
47;Aleutian_Islands_252;Benthic inverts;Animalia;1.0;Mollusca, Echinodermata, Annelida, Cnidaria;0.2;;;;;;;;;;
48;Aleutian_Islands_252;Birds;Animalia;1.0;Chordata;1.0;Aves;1.0;Charadriiformes, Pelecaniformes, Accipitriformes;0.2;Alcidae, Phalacrocoracidae, Accipitridae;0.2;Multiple;0.175;Multiple;0.175
49;Aleutian_Islands_252;Cephalopods;Animalia;1.0;Mollusca;1.0;Cephalopoda;1.0;Teuthida;0.225;Gonatidae;0.25;Berryteuthis;0.25;Berryteuthis magister;0.25
50;Aleutian_Islands_252;Deep L;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scorpaeniformes;0.75;Sebastidae;0.25;Sebastes;0.25;Sebastes alutus;0.25
51;Aleutian_Islands_252;Dem S M;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;0.25;Gadidae;0.25;Sebastes;0.25;;
52;Aleutian_Islands_252;Detritus;;;;;;;;;;;;;;
53;Aleutian_Islands_252;Epiben carnivores;Animalia;1.0;Chordata;0.25;Actinopterygii;0.25;Gadiformes, Scorpaeniformes, Pleuronectiformes;0.15;;;Sebastes;0.2;Sebastes alutus;0.225
54;Aleutian_Islands_252;Flatfish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;1.0;Pleuronectidae;0.25;Limanda;0.25;Limanda aspera;0.25
55;Aleutian_Islands_252;Halibut;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;1.0;Pleuronectidae;0.75;Hippoglossus;1.0;Hippoglossus stenolepis;0.75
56;Aleutian_Islands_252;Herring;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;1.0;Clupeidae;1.0;Clupea;1.0;Clupea pallasii;0.5
57;Aleutian_Islands_252;Juvenile pollock;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;1.0;Gadidae;1.0;Gadus;1.0;Gadus chalcogrammus;0.75
58;Aleutian_Islands_252;Large pelagics;Animalia;1.0;Chordata;1.0;Actinopterygii;0.75;Scombriformes;0.25;Scombridae;0.25;Thunnus;0.25;Thunnus albacares;0.225
59;Aleutian_Islands_252;Large pred demersals;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;0.75;Gadidae;0.75;Gadus;0.5;Gadus chalcogrammus;0.25
60;Aleutian_Islands_252;Large zooplankton;Animalia;1.0;Arthropoda;1.0;Copepoda;0.75;Calanoida;0.75;Euphausiidae;0.25;Euphausia;0.25;Euphausia pacifica;0.225
61;Aleutian_Islands_252;Macrophytes;Chromista;0.75;Ochrophyta;1.0;Phaeophyceae;1.0;Laminariales;1.0;Laminariaceae;0.75;Nereocystis;0.5;Nereocystis luetkeana;0.5
62;Aleutian_Islands_252;Myctophids;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Myctophiformes;1.0;Myctophidae;1.0;Stenobrachius;0.225;Stenobrachius leucopsarus;0.225
63;Aleutian_Islands_252;POP;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scorpaeniformes;1.0;Sebastidae;0.45;Sebastes;1.0;Sebastes alutus;0.5
64;Aleutian_Islands_252;Pacific cod;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;1.0;Gadidae;1.0;Gadus;1.0;Gadus macrocephalus;0.75
65;Aleutian_Islands_252;Phytoplankton;Chromista;0.6000000000000001;Bacillariophyta;1.0;Coscinodiscophyceae;0.45;Thalassiosirales;1.0;Thalassiosiraceae;1.0;Thalassiosira;0.75;Thalassiosira nordenskioeldii;0.5
66;Aleutian_Islands_252;Rockfish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scorpaeniformes;1.0;Sebastidae;0.45;Sebastes;1.0;Sebastes aleutianus;0.225
67;Aleutian_Islands_252;SSL Adults;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Carnivora;1.0;Otariidae;1.0;Eumetopias;1.0;Eumetopias jubatus;0.75
68;Aleutian_Islands_252;SSL embryo;Animalia;0.75;Chordata;0.75;Mammalia;0.75;Carnivora;0.75;Otariidae;0.75;Eumetopias;0.75;Eumetopias jubatus;0.5
69;Aleutian_Islands_252;SSL juveniles;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Carnivora;1.0;Otariidae;1.0;Eumetopias;1.0;Eumetopias jubatus;0.75
70;Aleutian_Islands_252;SSL pups;Animalia;0.75;Chordata;0.75;Mammalia;0.75;Carnivora;0.75;Otariidae;0.75;Eumetopias;0.75;Eumetopias jubatus;0.5
71;Aleutian_Islands_252;Sablefish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Anoplopomatiformes;0.25;Anoplopomatidae;1.0;Anoplopoma;1.0;Anoplopoma fimbria;0.75
72;Aleutian_Islands_252;Salmon;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Salmoniformes;1.0;Salmonidae;1.0;Oncorhynchus;1.0;Oncorhynchus keta;0.5
73;Aleutian_Islands_252;Sandlance;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.675;Ammodytidae;1.0;Ammodytes;1.0;Ammodytes hexapterus;0.5
74;Aleutian_Islands_252;Sea otters;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Carnivora;1.0;Mustelidae;1.0;Enhydra;1.0;Enhydra lutris;0.75
75;Aleutian_Islands_252;Shark and skates;Animalia;1.0;Chordata;1.0;Chondrichthyes;1.0;Rajiformes;0.25;Rajidae;0.25;Bathyraja;0.25;Bathyraja aleutica;0.25
76;Aleutian_Islands_252;Shark mammal eater;Animalia;1.0;Chordata;1.0;Chondrichthyes;1.0;Lamniformes;0.75;Lamnidae;0.75;Carcharodon;0.5;Carcharodon carcharias;0.5
77;Aleutian_Islands_252;Shrimps;Animalia;1.0;Arthropoda;1.0;Malacostraca;1.0;Decapoda;1.0;Pandalidae;0.25;Pandalus;0.25;Pandalus borealis;0.225
78;Aleutian_Islands_252;Small mammals;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Carnivora;0.25;Mustelidae, Cricetidae;0.2;Mustela, Microtus;0.2;Multiple;0.15
79;Aleutian_Islands_252;Small pelagics;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;1.0;Clupeidae;0.75;Clupea;0.75;Clupea pallasii;0.7124999999999999
80;Aleutian_Islands_252;Small zooplankton;Animalia;1.0;Arthropoda;1.0;Copepoda;1.0;Cyclopoida;0.75;Calanidae;0.25;Calanus;0.25;Calanus pacificus;0.225
81;Aleutian_Islands_252;Toothed whales;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;1.0;Multiple (Physeteridae, Kogiidae, Ziphiidae);0.2;Multiple;0.175;Multiple;0.175
82;Aleutian_Islands_252;Transient orca;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;1.0;Delphinidae;1.0;Orcinus;1.0;Orcinus orca;0.75
83;Australia_North_West_Shelf_405;AdCarangids;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Carangiformes;1.0;Carangidae;1.0;Caranx;0.25;;
84;Australia_North_West_Shelf_405;BenPhytoplankton;Chromista;0.4;Bacillariophyta;0.5;Bacillariophyceae;0.5;Naviculales;0.5;Naviculaceae;0.5;Navicula;0.5;Navicula phyllepta;0.225
85;Australia_North_West_Shelf_405;Coastal sharks;Animalia;1.0;Chordata;1.0;Chondrichthyes;1.0;Carcharhiniformes;1.0;Carcharhinidae;0.75;Carcharhinus;0.25;;
86;Australia_North_West_Shelf_405;ComPrawns;Animalia;1.0;Arthropoda;1.0;Malacostraca;1.0;Decapoda;1.0;Penaeidae;1.0;Penaeus;0.75;Penaeus merguiensis;0.225
87;Australia_North_West_Shelf_405;Detritus;;;;;;;;;;;;;Detritus;0.05
88;Australia_North_West_Shelf_405;DpLgFish;Animalia;1.0;Chordata;1.0;Actinopterygii;0.75;Perciformes;0.25;Epinephelidae;0.25;Carcharhinus;0.225;Carcharhinus leucas;0.2
89;Australia_North_West_Shelf_405;DpLizard;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Aulopiformes;0.675;Synodontidae;0.75;Saurida;0.25;Saurida undosquamis;0.2375
90;Australia_North_West_Shelf_405;DpMedFish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.5;Lutjanidae;0.25;Pristipomoides;0.25;Pristipomoides filamentosus;0.25
91;Australia_North_West_Shelf_405;DpMullidae;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;1.0;Mullidae;1.0;;;;
92;Australia_North_West_Shelf_405;DpNemipterids;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;1.0;Nemipteridae;1.0;Nemipterus;0.5;;
93;Australia_North_West_Shelf_405;DpPonyfish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;1.0;Leiognathidae;1.0;;;;
94;Australia_North_West_Shelf_405;DpSmFish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Aulopiformes;0.25;Synodontidae;0.25;Saurida;0.25;elongata;0.25
95;Australia_North_West_Shelf_405;FryPBream;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.75;Sparidae;1.0;Acanthopagrus;0.5;;
96;Australia_North_West_Shelf_405;JuvCarangids;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Carangiformes;1.0;Carangidae;1.0;Caranx;0.25;;
97;Australia_North_West_Shelf_405;LgZooplankton;Animalia;1.0;Arthropoda;1.0;Malacostraca;0.25;Euphausiacea;0.25;Euphausiidae;0.25;Nyctiphanes;0.25;Nyctiphanes australis;0.225
98;Australia_North_West_Shelf_405;Macrofauna;Animalia;1.0;Annelida;0.35;Polychaeta;0.35;Canalipalpata;0.125;Arenicolidae;0.1;Arenicola;0.075;Arenicola marina;0.05
99;Australia_North_West_Shelf_405;Megabenthos;Animalia;1.0;Echinodermata;0.5;Holothuroidea;0.5;Aspidochirotida;0.0;Holothuriidae;0.5;Holothuria;0.5;Holothuria leucospilota;0.225
100;Australia_North_West_Shelf_405;Microphytobenthos;Chromista;0.75;Bacillariophyta;0.75;Bacillariophyceae;0.5;Naviculales;0.25;Naviculaceae, Chlorellaceae, Oscillatoriaceae;0.1;Navicula;0.25;Navicula sp.;0.2
101;Australia_North_West_Shelf_405;PelPhytoplankton;Chromista;0.6000000000000001;Bacillariophyta;0.75;Bacillariophyceae;0.5;Thalassiosirales;0.5;Thalassiosiraceae;0.5;Thalassiosira;0.5;Thalassiosira pseudonana;0.225
102;Australia_North_West_Shelf_405;Rays;Animalia;1.0;Chordata;1.0;Chondrichthyes;1.0;Myliobatiformes;0.675;Dasyatidae;0.2;;;;
103;Australia_North_West_Shelf_405;RedEmperor;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.675;Lutjanidae;1.0;Lutjanus;1.0;Lutjanus sebae;0.75
104;Australia_North_West_Shelf_405;SessEpibenthos;Animalia;1.0;Cnidaria;0.25;Anthozoa;0.25;Scleractinia;0.25;Balanidae;0.25;Balanus;0.25;Balanus amphitrite;0.2
105;Australia_North_West_Shelf_405;ShLethrinids;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.75;Lethrinidae;1.0;Lethrinus;0.75;;
106;Australia_North_West_Shelf_405;ShLgFish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.25;Lutjanidae;0.5;Lutjanus;0.25;Lutjanus bohar;0.25
107;Australia_North_West_Shelf_405;ShLizard;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Aulopiformes;0.75;Synodontidae;0.75;Synodus;0.25;Synodus variegatus;0.25
108;Australia_North_West_Shelf_405;ShLutjanids;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;1.0;Lutjanidae;1.0;Lutjanus;0.5;;
109;Australia_North_West_Shelf_405;ShMedFish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.25;Lutjanidae;0.5;Lutjanus;0.25;Lutjanus sebae;0.25
110;Australia_North_West_Shelf_405;ShMullidae;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;1.0;Mullidae;1.0;;;;
111;Australia_North_West_Shelf_405;ShNemipterirds;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;1.0;Nemipteridae;1.0;Nemipterus;0.5;;
112;Australia_North_West_Shelf_405;ShSerranids;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;1.0;Serranidae;1.0;Epinephelus;0.25;;
113;Australia_North_West_Shelf_405;ShSmFish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Atheriniformes;0.225;Atherinidae;0.225;Atherinomorus;0.2;Atherinomorus vaigiensis;0.2
114;Australia_North_West_Shelf_405;ShSweetlip;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;1.0;Haemulidae;1.0;Plectorhinchus;0.25;Plectorhinchus lineatus;0.25
115;Australia_North_West_Shelf_405;ShTriggerFish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Tetraodontiformes;1.0;Balistidae;1.0;Rhinecanthus;0.25;Rhinecanthus aculeatus;0.25
116;Australia_North_West_Shelf_405;SmTunas;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scombriformes;1.0;Scombridae;1.0;Euthynnus;0.225;Euthynnus affinis;0.2375
117;Australia_North_West_Shelf_405;SmZooplankton;Animalia;0.75;Arthropoda;0.75;Copepoda;0.45;Calanoida;0.25;Acartiidae;0.25;Acartia;0.25;Acartia tonsa;0.2
118;Australia_North_West_Shelf_405;SmallPelagics;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;1.0;Clupeidae;0.5;Sardinops;0.225;Sardinops sagax;0.225
119;Australia_North_West_Shelf_405;Squid;Animalia;1.0;Mollusca;1.0;Cephalopoda;1.0;Teuthida;0.975;Loliginidae;0.225;Sepioteuthis;0.225;Sepioteuthis lessoniana;0.2
120;Bamboung_180;Barracudas +;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Sphyraeniformes;0.5;Sphyraenidae;1.0;Sphyraena;1.0;Sphyraena barracuda;0.25
121;Bamboung_180;Breton africain;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.725;Sciaenidae;0.25;Pseudotolithus;0.25;Pseudotolithus senegalensis;0.25
122;Bamboung_180;Carangues;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Carangiformes;1.0;Carangidae;1.0;Caranx;1.0;hippos;0.25
123;Bamboung_180;Crabes;Animalia;1.0;Arthropoda;1.0;Malacostraca;1.0;Decapoda;1.0;Portunidae;0.25;;;;
124;Bamboung_180;Crevettes;Animalia;1.0;Arthropoda;1.0;Malacostraca;1.0;Decapoda;1.0;Penaeidae;0.75;Penaeus;0.5;Penaeus kerathurus;0.25
125;Bamboung_180;Dauphins;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;0.75;Delphinidae;1.0;Tursiops;1.0;Tursiops truncatus;0.75
126;Bamboung_180;Detritus;;;;;;;;;;;;;;
127;Bamboung_180;Diagramme +;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;1.0;Haemulidae;0.75;Diagramma;0.25;Diagramma pictum;0.25
128;Bamboung_180;Elops;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Elopiformes;1.0;Elopidae;1.0;Elops;1.0;Elops senegalensis;0.5
129;Bamboung_180;Ethmalose;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;1.0;Clupeidae;1.0;Ethmalosa;1.0;Ethmalosa fimbriata;0.75
130;Bamboung_180;Gerres;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.75;Gerreidae;1.0;Gerres;1.0;Gerres oyena;0.225
131;Bamboung_180;Grand capitaine;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Carangiformes;0.25;Carangidae;0.25;Seriola;0.25;Seriola dumerili;0.25
132;Bamboung_180;Macrobenthos;Animalia;1.0;Mollusca;0.25;Bivalvia;0.25;Arcida;0.225;Arcidae;0.25;Anadara;0.25;Anadara senilis;0.25
133;Bamboung_180;Meiobenthos;Animalia;1.0;Nematoda;0.475;Chromadorea;0.25;Rhabditida;0.225;Rhabditidae;0.225;Terschellingia;0.25;Terschellingia longicaudata;0.2
134;Bamboung_180;Microphytobenth;Chromista;0.4;Bacillariophyta;0.225;Bacillariophyceae;0.5;Naviculales;0.5;Naviculaceae;0.5;Navicula;0.5;Navicula perminuta;0.225
135;Bamboung_180;Mulets;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Mugiliformes;0.75;Mugilidae;1.0;Mugil;1.0;Mugil cephalus;0.5
136;Bamboung_180;Mâchoirons mari;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Mugiliformes;0.225;Mugilidae;0.25;Mugil;0.25;Mugil cephalus;0.25
137;Bamboung_180;Oiseaux;Animalia;1.0;Chordata;1.0;Aves;1.0;Charadriiformes;0.225;Sternidae;0.225;Sterna;0.225;Sterna hirundo;0.2
138;Bamboung_180;Otolithes +;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.5;Sciaenidae;0.75;Pseudotolithus;0.25;Pseudotolithus senegalensis;0.25
139;Bamboung_180;Petits benthoph;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gobiiformes;0.45;Gobiidae;0.75;;;;
140;Bamboung_180;Phytoplancton;Chromista;0.5;Bacillariophyta;0.25;Mediophyceae;0.25;Thalassiosirales;0.5;Skeletonemataceae;0.225;Skeletonema;0.25;Skeletonema costatum;0.25
141;Bamboung_180;Pomadasys;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;1.0;Haemulidae;1.0;Pomadasys;1.0;;
142;Bamboung_180;Pompaneau +;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Carangiformes;1.0;Carangidae;1.0;Trachinotus;1.0;Trachinotus ovatus;0.225
143;Bamboung_180;Raies;Animalia;1.0;Chordata;1.0;Chondrichthyes;0.75;Myliobatiformes;0.75;Dasyatidae;0.5;Dasyatis;0.5;Dasyatis pastinaca;0.45
