;file_name;node;kingdom_best_all;kingdom_best_all_score;phylum_best_all;phylum_best_all_score;class_best_all;class_best_all_score;order_best_all;order_best_all_score;family_best_all;family_best_all_score;genus_best_all;genus_best_all_score;species_best_all;species_best_all_score
10;Aegean_Sea_760;Horse mackerels;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Carangiformes;0.721875;Carangidae;1.0;Trachurus;1.0;Trachurus trachurus;0.35625
11;Aegean_Sea_760;Jellyfish;Animalia;0.9962500000000001;Cnidaria;0.9962500000000001;Scyphozoa;0.99375;Semaeostomeae;0.45625000000000004;Ulmaridae;0.4875;Aurelia;0.741875;Aurelia aurita;0.475
12;Aegean_Sea_760;Large pelagics;Animalia;0.994375;Chordata;0.994375;Actinopterygii;0.994375;Scombriformes;0.7424999999999999;Scombridae;0.7475;Thunnus;0.738125;Thunnus thynnus;0.49312500000000004
13;Aegean_Sea_760;Lobsters;Animalia;1.0;Arthropoda;1.0;Malacostraca;1.0;Decapoda;1.0;Nephropidae;0.65625;Palinurus;0.240625;Palinurus elephas;0.240625
14;Aegean_Sea_760;Mackerels;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scombriformes;0.7381249999999999;Scombridae;1.0;Scomber;1.0;Scomber scombrus;0.49375
15;Aegean_Sea_760;Macrozooplankton;Animalia;0.968125;Arthropoda;0.7475;Malacostraca;0.74625;Euphausiacea;0.745625;Euphausiidae;0.496875;Meganyctiphanes;0.229375;Meganyctiphanes norvegica;0.210625
16;Aegean_Sea_760;Medium pelagics;Animalia;0.9375;Chordata;0.9375;Actinopterygii;0.9375;Scombriformes;0.4875;Scombridae;0.4975;Scomber;0.4975;Scomber scombrus;0.249375
17;Aegean_Sea_760;Medium-large demersals 1;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;0.47375;Merlucciidae;0.4975;Merluccius;0.496875;Merluccius merluccius;0.496875
18;Aegean_Sea_760;Medium-large demersals 2;Animalia;1.0;Chordata;1.0;Actinopterygii;0.998125;Gadiformes;0.5;Merlucciidae;0.5;Merluccius;0.48750000000000004;Pagellus erythrinus;0.246875
19;Aegean_Sea_760;Micro/Mesozooplankton;Animalia;1.0;Arthropoda;0.95625;Copepoda;0.484375;Calanoida;0.48750000000000004;Acartiidae;0.2375;Acartia;0.2375;Acartia clausi;0.225
20;Aegean_Sea_760;Monk seal;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Carnivora;0.994375;Phocidae;0.999375;Monachus;0.999375;Monachus monachus;0.49312500000000004
21;Aegean_Sea_760;Norway lobster;Animalia;1.0;Arthropoda;1.0;Malacostraca;1.0;Decapoda;1.0;Nephropidae;0.975;Nephrops;1.0;Nephrops norvegicus;0.5
22;Aegean_Sea_760;Octopus and cuttlefish;Animalia;1.0;Mollusca;1.0;Cephalopoda;1.0;Octopoda;0.49875;Octopodidae;0.49624999999999997;Octopus;0.49624999999999997;Octopus vulgaris;0.48250000000000004
23;Aegean_Sea_760;Other gadiforms;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;1.0;Merlucciidae;0.225;Merluccius;0.225;Merluccius merluccius;0.225
24;Aegean_Sea_760;Other small pelagics;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;1.0;Engraulidae;0.75;Engraulis;0.75;Engraulis encrasicolus;0.4625
25;Aegean_Sea_760;Phytoplankton;Chromista;0.434375;Bacillariophyta;0.239375;Bacillariophyceae;0.43937500000000007;Thalassiosirales;0.229375;Thalassiosiraceae;0.229375;Thalassiosira;0.23374999999999999;Thalassiosira rotula;0.225
26;Aegean_Sea_760;Picarels and bogue;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.425;Sparidae;0.6812499999999999;Spicara;0.49375;smaris;0.246875
27;Aegean_Sea_760;Piscivorous deep sea fish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Stomiiformes;0.23625;Stomiidae;0.239375;Stomias;0.234375;Micromesistius poutassou;0.140625
28;Aegean_Sea_760;Planktivorous deep sea fish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Stomiiformes;0.744375;Gonostomatidae;0.4975;Cyclothone;0.5;Maurolicus muelleri;0.246875
29;Aegean_Sea_760;Polychaetes;Animalia;1.0;Annelida;1.0;Polychaeta;1.0;Nereidida;0.175;Nereididae;0.22812500000000002;Nereis;0.215625;Nereis diversicolor;0.18125
30;Aegean_Sea_760;Rays and skates;Animalia;1.0;Chordata;1.0;Chondrichthyes;0.740625;Rajiformes;0.740625;Rajidae;0.75;Raja;0.75;Raja clavata;0.475
31;Aegean_Sea_760;Red mullets;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.975;Mullidae;1.0;Mullus;0.5;Mullus barbatus;0.49375
32;Aegean_Sea_760;Rockfish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scorpaeniformes;0.975;Scorpaenidae;0.99125;Scorpaena;0.48;Scorpaena scrofa;0.2275
33;Aegean_Sea_760;Sea turtles;Animalia;1.0;Chordata;1.0;Reptilia;1.0;Testudines;1.0;Cheloniidae;0.75;Caretta;0.75;Caretta caretta;0.4625
34;Aegean_Sea_760;Seabirds;Animalia;1.0;Chordata;1.0;Aves;1.0;Procellariiformes;0.47500000000000003;Procellariidae;0.48125;Calonectris;0.48125;Calonectris diomedea;0.46875
35;Aegean_Sea_760;Sharks;Animalia;0.75;Chordata;0.75;Chondrichthyes;0.5625;Carcharhiniformes;0.5625;Pentanchidae;0.1875;Galeus;0.2375;Prionace glauca;0.16875
36;Aegean_Sea_760;Shelf crabs;Animalia;1.0;Arthropoda;1.0;Malacostraca;1.0;Decapoda;1.0;Portunidae;0.48750000000000004;Liocarcinus;0.240625;Liocarcinus depurator;0.23125
37;Aegean_Sea_760;Shrimps;Animalia;0.9968750000000001;Arthropoda;0.9962500000000001;Malacostraca;0.9962500000000001;Decapoda;0.9962500000000001;Aristeidae;0.23374999999999999;Aristeus;0.241875;Aristeus antennatus;0.238125
38;Aegean_Sea_760;Slope crabs;Animalia;1.0;Arthropoda;1.0;Malacostraca;1.0;Decapoda;1.0;Geryonidae;0.48750000000000004;Chaceon;0.48750000000000004;Chaceon mediterraneus;0.475
39;Aegean_Sea_760;Small demersals 1;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gobiiformes;0.23125;Gobiidae;0.5;Gobius;0.2375;Gobius niger;0.221875
40;Aegean_Sea_760;Small demersals 2;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gobiiformes;0.445625;Gobiidae;0.44687499999999997;Mullus;0.24375;Mullus barbatus;0.234375
41;Aegean_Sea_760;Small demersals 3;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gobiiformes;0.24875;Atherinidae;0.25;Gobius;0.25;Spicara smaris;0.234375
42;Aegean_Sea_760;Squids;Animalia;1.0;Mollusca;1.0;Cephalopoda;0.999375;Teuthida;0.621875;Loliginidae;0.4975;Loligo;0.485;Loligo vulgaris;0.475
43;Aleutian_Islands_252;Adult pollock;Animalia;1.0;Chordata;1.0;Actinopterygii;0.995;Gadiformes;0.995;Gadidae;0.995;Gadus;0.9925;Gadus chalcogrammus;0.740625
44;Aleutian_Islands_252;Arrowtooth;Animalia;1.0;Chordata;1.0;Actinopterygii;0.9975;Pleuronectiformes;0.995;Pleuronectidae;0.9975;Atheresthes;0.9925;Atheresthes stomias;0.746875
45;Aleutian_Islands_252;Atka mackerel;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.35;Hexagrammidae;0.75;Pleurogrammus;0.746875;Pleurogrammus monopterygius;0.75
46;Aleutian_Islands_252;Baleen whales;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;0.9874999999999999;Multiple (Balaenopteridae, Balaenidae, Eschrichtiidae, Neobalaenidae);0.22812500000000002;Multiple;0.16875;Multiple;0.16249999999999998
47;Aleutian_Islands_252;Benthic inverts;Animalia;0.75;Mollusca, Echinodermata, Annelida, Cnidaria;0.16875;;;;;;;;;;
48;Aleutian_Islands_252;Birds;Animalia;0.75;Chordata;0.75;Aves;0.75;Charadriiformes, Pelecaniformes, Accipitriformes;0.1625;Alcidae, Phalacrocoracidae, Accipitridae;0.1625;Multiple;0.0875;Multiple;0.0875
49;Aleutian_Islands_252;Cephalopods;Animalia;1.0;Mollusca;1.0;Cephalopoda;1.0;Teuthida;0.23124999999999998;Gonatidae;0.246875;Berryteuthis;0.24562499999999998;Berryteuthis magister;0.24375
50;Aleutian_Islands_252;Deep L;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scorpaeniformes;0.7375;Liparidae;0.35;Sebastes;0.24375;Sebastes alutus;0.234375
51;Aleutian_Islands_252;Dem S M;Animalia;0.75;Chordata;0.75;Actinopterygii;0.745625;Gadiformes;0.18625;Gadidae;0.18562499999999998;Sebastes;0.184375;;
52;Aleutian_Islands_252;Detritus;;;;;;;;;;;;;;
53;Aleutian_Islands_252;Epiben carnivores;Animalia;1.0;Chordata;0.246875;Actinopterygii;0.24375;Gadiformes, Scorpaeniformes, Pleuronectiformes;0.171875;;;Sebastes;0.221875;Sebastes alutus;0.228125
54;Aleutian_Islands_252;Flatfish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;1.0;Pleuronectidae;0.4375;Limanda;0.2375;Limanda aspera;0.240625
55;Aleutian_Islands_252;Halibut;Animalia;0.999375;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;1.0;Pleuronectidae;0.748125;Hippoglossus;0.999375;Hippoglossus stenolepis;0.74375
56;Aleutian_Islands_252;Herring;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;1.0;Clupeidae;1.0;Clupea;1.0;Clupea pallasii;0.5
57;Aleutian_Islands_252;Juvenile pollock;Animalia;0.9975;Chordata;0.9975;Actinopterygii;0.995;Gadiformes;0.995;Gadidae;0.9918750000000001;Gadus;0.9887499999999999;Gadus chalcogrammus;0.745625
58;Aleutian_Islands_252;Large pelagics;Animalia;1.0;Chordata;1.0;Actinopterygii;0.7;Scombriformes;0.246875;Scombridae;0.25;Thunnus;0.24375;Thunnus albacares;0.2
59;Aleutian_Islands_252;Large pred demersals;Animalia;0.99875;Chordata;0.99875;Actinopterygii;0.99625;Gadiformes;0.7475;Gadidae;0.746875;Gadus;0.49875;Gadus chalcogrammus;0.24125
60;Aleutian_Islands_252;Large zooplankton;Animalia;1.0;Arthropoda;1.0;Copepoda;0.639375;Calanoida;0.703125;Euphausiidae;0.25;Euphausia;0.25;Euphausia pacifica;0.240625
61;Aleutian_Islands_252;Macrophytes;Chromista;0.6656249999999999;Ochrophyta;0.9824999999999999;Phaeophyceae;0.9824999999999999;Laminariales;0.9824999999999999;Laminariaceae;0.730625;Nereocystis;0.473125;Nereocystis luetkeana;0.47312499999999996
62;Aleutian_Islands_252;Myctophids;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Myctophiformes;1.0;Myctophidae;1.0;Stenobrachius;0.234375;Stenobrachius leucopsarus;0.2375
63;Aleutian_Islands_252;POP;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scorpaeniformes;0.9874999999999999;Sebastidae;0.45625000000000004;Sebastes;1.0;Sebastes alutus;0.49375
64;Aleutian_Islands_252;Pacific cod;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;1.0;Gadidae;1.0;Gadus;1.0;Gadus macrocephalus;0.75
65;Aleutian_Islands_252;Phytoplankton;Chromista;0.6375000000000001;Bacillariophyta;1.0;Coscinodiscophyceae;0.36874999999999997;Thalassiosirales;1.0;Thalassiosiraceae;1.0;Thalassiosira;0.7375;Thalassiosira nordenskioeldii;0.489375
66;Aleutian_Islands_252;Rockfish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scorpaeniformes;0.9874999999999999;Sebastidae;0.47500000000000003;Sebastes;1.0;Sebastes aleutianus;0.225
67;Aleutian_Islands_252;SSL Adults;Animalia;1.0;Chordata;1.0;Mammalia;0.9975;Carnivora;0.9975;Otariidae;0.9975;Eumetopias;0.9975;Eumetopias jubatus;0.74625
68;Aleutian_Islands_252;SSL embryo;Animalia;0.93375;Chordata;0.93375;Mammalia;0.93375;Carnivora;0.93375;Otariidae;0.93375;Eumetopias;0.746875;Eumetopias jubatus;0.49875
69;Aleutian_Islands_252;SSL juveniles;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Carnivora;1.0;Otariidae;0.9990625;Eumetopias;0.9990625;Eumetopias jubatus;0.75
70;Aleutian_Islands_252;SSL pups;Animalia;0.9375;Chordata;0.9375;Mammalia;0.9375;Carnivora;0.935;Otariidae;0.9375;Eumetopias;0.75;Eumetopias jubatus;0.49312500000000004
71;Aleutian_Islands_252;Sablefish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scorpaeniformes;0.5531250000000001;Anoplopomatidae;1.0;Anoplopoma;1.0;Anoplopoma fimbria;0.75
72;Aleutian_Islands_252;Salmon;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Salmoniformes;0.984375;Salmonidae;1.0;Oncorhynchus;1.0;Oncorhynchus keta;0.48124999999999996
73;Aleutian_Islands_252;Sandlance;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.7125;Ammodytidae;1.0;Ammodytes;1.0;Ammodytes hexapterus;0.5
74;Aleutian_Islands_252;Sea otters;Animalia;0.9975;Chordata;0.9975;Mammalia;0.9975;Carnivora;0.9975;Mustelidae;0.9975;Enhydra;0.9975;Enhydra lutris;0.7100000000000001
75;Aleutian_Islands_252;Shark and skates;Animalia;1.0;Chordata;1.0;Chondrichthyes;1.0;Rajiformes;0.22812500000000002;Rajidae;0.17812499999999998;Bathyraja;0.215625;Bathyraja aleutica;0.22812500000000002
76;Aleutian_Islands_252;Shark mammal eater;Animalia;1.0;Chordata;1.0;Chondrichthyes;1.0;Lamniformes;0.75;Lamnidae;0.75;Carcharodon;0.48750000000000004;Carcharodon carcharias;0.47875
77;Aleutian_Islands_252;Shrimps;Animalia;0.993125;Arthropoda;0.993125;Malacostraca;0.9924999999999999;Decapoda;0.9924999999999999;Pandalidae;0.240625;Pandalus;0.2375;Pandalus borealis;0.225
78;Aleutian_Islands_252;Small mammals;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Carnivora, Rodentia;0.221875;Mustelidae, Cricetidae;0.215625;Mustela, Microtus;0.21250000000000002;Multiple;0.10625
79;Aleutian_Islands_252;Small pelagics;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;1.0;Clupeidae;0.75;Clupea;0.7312500000000001;Clupea pallasii;0.73125
80;Aleutian_Islands_252;Small zooplankton;Animalia;1.0;Arthropoda;1.0;Copepoda;0.9956250000000001;Cyclopoida;0.7225;Oithonidae;0.2425;Oithona;0.24312499999999998;similis;0.23062500000000002
81;Aleutian_Islands_252;Toothed whales;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;0.9874999999999999;Multiple (Physeteridae, Kogiidae, Ziphiidae);0.234375;Multiple;0.171875;Multiple;0.16875
82;Aleutian_Islands_252;Transient orca;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;0.9874999999999999;Delphinidae;0.999375;Orcinus;1.0;Orcinus orca;0.75
83;Australia_North_West_Shelf_405;AdCarangids;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Carangiformes;1.0;Carangidae;1.0;Caranx;0.234375;;
84;Australia_North_West_Shelf_405;BenPhytoplankton;Chromista;0.4125;Bacillariophyta;0.48750000000000004;Bacillariophyceae;0.48125;Naviculales;0.475;Naviculaceae;0.47500000000000003;Navicula;0.475;Navicula phyllepta;0.21875
85;Australia_North_West_Shelf_405;Coastal sharks;Animalia;1.0;Chordata;1.0;Chondrichthyes;0.998125;Carcharhiniformes;0.998125;Carcharhinidae;0.7375;Carcharhinus;0.2375;;
86;Australia_North_West_Shelf_405;ComPrawns;Animalia;1.0;Arthropoda;1.0;Malacostraca;1.0;Decapoda;1.0;Penaeidae;1.0;Penaeus;0.7125;Penaeus merguiensis;0.234375
87;Australia_North_West_Shelf_405;Detritus;;;;;;;;;;;;;Detritus;0.0125
88;Australia_North_West_Shelf_405;DpLgFish;Animalia;1.0;Chordata;1.0;Actinopterygii;0.7124999999999999;Perciformes;0.375;Epinephelidae;0.23125;Scomberomorus;0.234375;Scomberomorus spp.;0.203125
89;Australia_North_West_Shelf_405;DpLizard;Animalia;1.0;Chordata;1.0;Actinopterygii;0.998125;Aulopiformes;0.729375;Synodontidae;0.7468750000000001;Saurida;0.240625;Saurida undosquamis;0.234375
90;Australia_North_West_Shelf_405;DpMedFish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.475;Lutjanidae;0.246875;Pristipomoides;0.24375;Pristipomoides filamentosus;0.240625
91;Australia_North_West_Shelf_405;DpMullidae;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.9375;Mullidae;1.0;;;;
92;Australia_North_West_Shelf_405;DpNemipterids;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.98375;Nemipteridae;0.98875;Nemipterus;0.48375;;
93;Australia_North_West_Shelf_405;DpPonyfish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.9375;Leiognathidae;1.0;;;;
94;Australia_North_West_Shelf_405;DpSmFish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Aulopiformes;0.234375;Synodontidae;0.240625;Saurida;0.228125;elongata;0.215625
95;Australia_North_West_Shelf_405;FryPBream;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.69375;Sparidae;1.0;Acanthopagrus;0.485;;
96;Australia_North_West_Shelf_405;JuvCarangids;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Carangiformes;0.9874999999999999;Carangidae;1.0;Caranx;0.21250000000000002;;
97;Australia_North_West_Shelf_405;LgZooplankton;Animalia;1.0;Arthropoda;1.0;Malacostraca;0.25;Euphausiacea;0.25;Euphausiidae;0.25;Nyctiphanes;0.24375;Nyctiphanes australis;0.234375
98;Australia_North_West_Shelf_405;Macrofauna;Animalia;0.75;Annelida;0.33749999999999997;Polychaeta;0.33749999999999997;Canalipalpata;0.11875;Arenicolidae;0.14375;Arenicola;0.1375;Arenicola marina;0.06875
99;Australia_North_West_Shelf_405;Megabenthos;Animalia;1.0;Echinodermata;0.49375;Holothuroidea;0.49;Aspidochirotida;0.159375;Holothuriidae;0.48750000000000004;Holothuria;0.485;Holothuria atra;0.22375
100;Australia_North_West_Shelf_405;Microphytobenthos;Chromista;0.6749999999999999;Bacillariophyta;0.7312500000000001;Bacillariophyceae;0.48750000000000004;Naviculales;0.234375;Naviculaceae, Chlorellaceae, Oscillatoriaceae;0.16562500000000002;Navicula;0.240625;Navicula sp.;0.19374999999999998
101;Australia_North_West_Shelf_405;PelPhytoplankton;Chromista;0.6375000000000001;Bacillariophyta;0.7312500000000001;Bacillariophyceae;0.485;Thalassiosirales;0.48125;Thalassiosiraceae;0.48125;Thalassiosira;0.48125;Thalassiosira pseudonana;0.228125
102;Australia_North_West_Shelf_405;Rays;Animalia;1.0;Chordata;1.0;Chondrichthyes;1.0;Myliobatiformes;0.69375;Dasyatidae;0.225;;;;
103;Australia_North_West_Shelf_405;RedEmperor;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.7125;Lutjanidae;1.0;Lutjanus;1.0;Lutjanus sebae;0.75
104;Australia_North_West_Shelf_405;SessEpibenthos;Animalia;0.75;Arthropoda;0.1875;Thecostraca;0.184375;Sessilia;0.184375;Balanidae;0.184375;Balanus;0.175;Balanus amphitrite;0.165625
105;Australia_North_West_Shelf_405;ShLethrinids;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.6375;Lethrinidae;1.0;Lethrinus;0.75;;
106;Australia_North_West_Shelf_405;ShLgFish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.2375;Lutjanidae;0.49062500000000003;Lutjanus;0.24375;Lutjanus bohar;0.240625
107;Australia_North_West_Shelf_405;ShLizard;Animalia;0.9975;Chordata;0.9975;Actinopterygii;0.995;Aulopiformes;0.740625;Synodontidae;0.739375;Synodus;0.245625;Synodus variegatus;0.215625
108;Australia_North_West_Shelf_405;ShLutjanids;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.9625;Lutjanidae;1.0;Lutjanus;0.48750000000000004;;
109;Australia_North_West_Shelf_405;ShMedFish;Animalia;0.996875;Chordata;0.996875;Actinopterygii;0.996875;Perciformes;0.234375;Lutjanidae;0.49062500000000003;Lutjanus;0.246875;Lutjanus sebae;0.24375
110;Australia_North_West_Shelf_405;ShMullidae;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.9499999999999998;Mullidae;1.0;;;;
111;Australia_North_West_Shelf_405;ShNemipterirds;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.975;Nemipteridae;1.0;Nemipterus;0.49375;;
112;Australia_North_West_Shelf_405;ShSerranids;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.975;Serranidae;1.0;Epinephelus;0.240625;;
113;Australia_North_West_Shelf_405;ShSmFish;Animalia;0.99375;Chordata;0.99375;Actinopterygii;0.989375;Atheriniformes;0.235625;Atherinidae;0.2375;Atherinomorus;0.22812500000000002;Atherinomorus vaigiensis;0.22625
114;Australia_North_West_Shelf_405;ShSweetlip;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.9874999999999999;Haemulidae;1.0;Plectorhinchus;0.246875;Plectorhinchus lineatus;0.240625
115;Australia_North_West_Shelf_405;ShTriggerFish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Tetraodontiformes;1.0;Balistidae;1.0;Rhinecanthus;0.240625;Rhinecanthus aculeatus;0.23125
116;Australia_North_West_Shelf_405;SmTunas;Animalia;0.745;Chordata;0.745;Actinopterygii;0.7425;Scombriformes;0.7375;Scombridae;0.7475;Euthynnus;0.180625;Euthynnus affinis;0.184375
117;Australia_North_West_Shelf_405;SmZooplankton;Animalia;0.75;Arthropoda;0.75;Copepoda;0.48125;Calanoida;0.25;Acartiidae;0.240625;Acartia;0.240625;Acartia tonsa;0.21250000000000002
118;Australia_North_West_Shelf_405;SmallPelagics;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;1.0;Clupeidae;0.6875;Sardinops;0.225;Sardinops sagax;0.2125
119;Australia_North_West_Shelf_405;Squid;Animalia;1.0;Mollusca;1.0;Cephalopoda;1.0;Teuthida;0.98125;Loliginidae;0.23;Sepioteuthis;0.228125;Sepioteuthis lessoniana;0.21875
120;Bamboung_180;Barracudas +;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Sphyraeniformes;0.4875;Sphyraenidae;0.96875;Sphyraena;0.9875;Sphyraena barracuda;0.240625
121;Bamboung_180;Breton africain;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.734375;Sciaenidae;0.25;Pseudotolithus;0.25;Pseudotolithus senegalensis;0.24375
122;Bamboung_180;Carangues;Animalia;0.995;Chordata;0.995;Actinopterygii;0.995;Carangiformes;0.995;Carangidae;0.995;Caranx;0.97625;hippos;0.2125
123;Bamboung_180;Crabes;Animalia;1.0;Arthropoda;1.0;Malacostraca;1.0;Decapoda;1.0;Portunidae;0.228125;;;;
124;Bamboung_180;Crevettes;Animalia;0.75;Arthropoda;0.75;Malacostraca;0.75;Decapoda;0.75;Penaeidae;0.5531250000000001;Penaeus;0.365625;Penaeus kerathurus;0.18125
125;Bamboung_180;Dauphins;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;0.740625;Delphinidae;1.0;Tursiops;1.0;Tursiops truncatus;0.75
126;Bamboung_180;Detritus;;;;;;;;;;;;;;
127;Bamboung_180;Diagramme +;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.95;Haemulidae;0.740625;Plectorhinchus;0.2875;Diagramma pictum;0.153125
128;Bamboung_180;Elops;Animalia;1.0;Chordata;1.0;Actinopterygii;0.995;Elopiformes;0.9874999999999999;Elopidae;0.9874999999999999;Elops;0.995;Elops senegalensis;0.4875
129;Bamboung_180;Ethmalose;Animalia;1.0;Chordata;1.0;Actinopterygii;0.998125;Clupeiformes;1.0;Clupeidae;1.0;Ethmalosa;0.999375;Ethmalosa fimbriata;0.744375
130;Bamboung_180;Gerres;Animalia;1.0;Chordata;1.0;Actinopterygii;0.996875;Perciformes;0.7125;Gerreidae;1.0;Gerres;1.0;Gerres oyena;0.228125
131;Bamboung_180;Grand capitaine;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Carangiformes;0.315625;Polynemidae;0.315625;Polydactylus;0.334375;quadrifilis;0.265625
132;Bamboung_180;Macrobenthos;Animalia;1.0;Mollusca;0.246875;Bivalvia;0.246875;Arcida;0.215625;Arcidae;0.24375;Anadara;0.24375;Anadara senilis;0.240625
133;Bamboung_180;Meiobenthos;Animalia;0.875;Nematoda;0.478125;Chromadorea;0.234375;Rhabditida;0.10625000000000001;Rhabditidae;0.1125;Terschellingia;0.2375;Terschellingia longicaudata;0.203125
134;Bamboung_180;Microphytobenth;Chromista;0.42500000000000004;Bacillariophyta;0.228125;Bacillariophyceae;0.478125;Naviculales;0.47062499999999996;Naviculaceae;0.47187500000000004;Navicula;0.471875;Navicula perminuta;0.235625
