;file_name;node;kingdom_best_claude;kingdom_best_claude_score;phylum_best_claude;phylum_best_claude_score;class_best_claude;class_best_claude_score;order_best_claude;order_best_claude_score;family_best_claude;family_best_claude_score;genus_best_claude;genus_best_claude_score;species_best_claude;species_best_claude_score
29;Aegean_Sea_760;Polychaetes;Animalia;1.0;Annelida;1.0;Polychaeta;1.0;Nereidida;0.225;Nereididae;0.2125;Nereis;0.1875;Nereis diversicolor;0.175
30;Aegean_Sea_760;Rays and skates;Animalia;1.0;Chordata;1.0;Chondrichthyes;0.75;Rajiformes;0.75;Rajidae;0.75;Raja;0.75;Raja clavata;0.4
31;Aegean_Sea_760;Red mullets;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;1.0;Mullidae;1.0;Mullus;0.5;Mullus barbatus;0.475
32;Aegean_Sea_760;Rockfish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scorpaeniformes;1.0;Scorpaenidae;1.0;Scorpaena;0.425;Scorpaena scrofa;0.1875
33;Aegean_Sea_760;Sea turtles;Animalia;1.0;Chordata;1.0;Reptilia;1.0;Testudines;1.0;Cheloniidae;0.75;Caretta;0.75;Caretta caretta;0.35
34;Aegean_Sea_760;Seabirds;Animalia;1.0;Chordata;1.0;Aves;1.0;Procellariiformes;0.45;Procellariidae;0.475;Calonectris;0.475;Calonectris diomedea;0.475
35;Aegean_Sea_760;Sharks;;;;;;;;;;;;;;
36;Aegean_Sea_760;Shelf crabs;Animalia;1.0;Arthropoda;1.0;Malacostraca;1.0;Decapoda;1.0;Portunidae;0.45;Liocarcinus;0.2125;Liocarcinus depurator;0.2
37;Aegean_Sea_760;Shrimps;Animalia;1.0;Arthropoda;1.0;Malacostraca;1.0;Decapoda;1.0;Aristeidae;0.225;Aristeus;0.225;Aristeus antennatus;0.2125
38;Aegean_Sea_760;Slope crabs;Animalia;1.0;Arthropoda;1.0;Malacostraca;1.0;Decapoda;1.0;Geryonidae;0.45;Chaceon;0.45;Chaceon mediterraneus;0.425
39;Aegean_Sea_760;Small demersals 1;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gobiiformes;0.175;Gobiidae;0.5;Gobius;0.2;Gobius niger;0.1875
40;Aegean_Sea_760;Small demersals 2;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gobiiformes;0.3;Gobiidae;0.3;Mullus;0.25;Mullus barbatus;0.2375
41;Aegean_Sea_760;Small demersals 3;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gobiiformes;0.25;Gobiidae;0.25;Gobius;0.25;boyeri;0.225
42;Aegean_Sea_760;Squids;Animalia;1.0;Mollusca;1.0;Cephalopoda;1.0;Teuthida;0.75;Loliginidae;0.5;Loligo;0.45;Loligo vulgaris;0.425
43;Aleutian_Islands_252;Adult pollock;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;1.0;Gadidae;1.0;Gadus;1.0;Gadus chalcogrammus;0.75
44;Aleutian_Islands_252;Arrowtooth;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;1.0;Pleuronectidae;1.0;Atheresthes;1.0;Atheresthes stomias;0.75
45;Aleutian_Islands_252;Atka mackerel;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.5;Hexagrammidae;0.75;Pleurogrammus;0.7375;Pleurogrammus monopterygius;0.75
46;Aleutian_Islands_252;Baleen whales;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;1.0;Multiple (Balaenopteridae, Balaenidae, Eschrichtiidae, Neobalaenidae);0.225;Multiple;0.2;Multiple;0.175
47;Aleutian_Islands_252;Benthic inverts;;;;;;;;;;;;;;
48;Aleutian_Islands_252;Birds;;;;;;;;;;;;;;
49;Aleutian_Islands_252;Cephalopods;Animalia;1.0;Mollusca;1.0;Cephalopoda;1.0;Oegopsida;0.225;Gonatidae;0.2375;Berryteuthis;0.2375;Berryteuthis magister;0.225
50;Aleutian_Islands_252;Deep L;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scorpaeniformes;0.75;Liparidae;0.32499999999999996;Sebastes;0.2375;Sebastes alutus;0.2125
51;Aleutian_Islands_252;Dem S M;;;;;;;;;;;;;;
52;Aleutian_Islands_252;Detritus;;;;;;;;;;;;;;
53;Aleutian_Islands_252;Epiben carnivores;Animalia;1.0;Chordata;0.2375;Actinopterygii;0.2375;Gadiformes, Scorpaeniformes, Pleuronectiformes;0.175;;;Sebastes;0.2125;Sebastes alutus;0.225
54;Aleutian_Islands_252;Flatfish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;1.0;Pleuronectidae;0.5;Limanda;0.2125;Limanda aspera;0.225
55;Aleutian_Islands_252;Halibut;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;1.0;Pleuronectidae;0.75;Hippoglossus;1.0;Hippoglossus stenolepis;0.75
56;Aleutian_Islands_252;Herring;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;1.0;Clupeidae;1.0;Clupea;1.0;Clupea pallasii;0.5
57;Aleutian_Islands_252;Juvenile pollock;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;1.0;Gadidae;1.0;Gadus;1.0;Gadus chalcogrammus;0.75
58;Aleutian_Islands_252;Large pelagics;Animalia;1.0;Chordata;1.0;Actinopterygii;0.55;Scombriformes;0.25;Scombridae;0.25;Thunnus;0.25;Thunnus albacares;0.25
59;Aleutian_Islands_252;Large pred demersals;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;0.75;Gadidae;0.75;Gadus;0.5;Gadus chalcogrammus;0.225
60;Aleutian_Islands_252;Large zooplankton;Animalia;1.0;Arthropoda;1.0;Copepoda;0.5625;Calanoida;0.5625;Euphausiidae;0.25;Euphausia;0.25;Euphausia pacifica;0.2375
61;Aleutian_Islands_252;Macrophytes;Chromista;0.44999999999999996;Ochrophyta;0.95;Phaeophyceae;0.95;Laminariales;0.95;Laminariaceae;0.7124999999999999;Nereocystis;0.45;Nereocystis luetkeana;0.425
62;Aleutian_Islands_252;Myctophids;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Myctophiformes;1.0;Myctophidae;1.0;Stenobrachius;0.2125;Stenobrachius leucopsarus;0.225
63;Aleutian_Islands_252;POP;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scorpaeniformes;1.0;Sebastidae;0.45;Sebastes;1.0;Sebastes alutus;0.475
64;Aleutian_Islands_252;Pacific cod;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;1.0;Gadidae;1.0;Gadus;1.0;Gadus macrocephalus;0.75
65;Aleutian_Islands_252;Phytoplankton;Chromista;0.5249999999999999;Bacillariophyta;1.0;Bacillariophyceae;0.5;Thalassiosirales;1.0;Thalassiosiraceae;1.0;Thalassiosira;0.7;Thalassiosira nordenskioeldii;0.475
66;Aleutian_Islands_252;Rockfish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scorpaeniformes;1.0;Sebastidae;0.5;Sebastes;1.0;Sebastes spp.;0.2
67;Aleutian_Islands_252;SSL Adults;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Carnivora;1.0;Otariidae;1.0;Eumetopias;1.0;Eumetopias jubatus;0.75
68;Aleutian_Islands_252;SSL embryo;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Carnivora;1.0;Otariidae;1.0;Eumetopias;0.75;Eumetopias jubatus;0.5
69;Aleutian_Islands_252;SSL juveniles;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Carnivora;1.0;Otariidae;1.0;Eumetopias;1.0;Eumetopias jubatus;0.75
70;Aleutian_Islands_252;SSL pups;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Carnivora;1.0;Otariidae;1.0;Eumetopias;0.75;Eumetopias jubatus;0.475
71;Aleutian_Islands_252;Sablefish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scorpaeniformes;0.75;Anoplopomatidae;1.0;Anoplopoma;1.0;Anoplopoma fimbria;0.75
72;Aleutian_Islands_252;Salmon;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Salmoniformes;1.0;Salmonidae;1.0;Oncorhynchus;1.0;Oncorhynchus keta;0.425
73;Aleutian_Islands_252;Sandlance;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.75;Ammodytidae;1.0;Ammodytes;1.0;Ammodytes hexapterus;0.5
74;Aleutian_Islands_252;Sea otters;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Carnivora;1.0;Mustelidae;1.0;Enhydra;1.0;Enhydra lutris;0.75
75;Aleutian_Islands_252;Shark and skates;Animalia;1.0;Chordata;1.0;Chondrichthyes;1.0;Rajiformes;0.225;Rajidae;0.225;Bathyraja;0.2375;Bathyraja aleutica;0.2375
76;Aleutian_Islands_252;Shark mammal eater;Animalia;1.0;Chordata;1.0;Chondrichthyes;1.0;Lamniformes;0.75;Lamnidae;0.75;Carcharodon;0.45;Carcharodon carcharias;0.425
77;Aleutian_Islands_252;Shrimps;Animalia;1.0;Arthropoda;1.0;Malacostraca;1.0;Decapoda;1.0;Pandalidae;0.225;Pandalus;0.2125;Pandalus borealis;0.2
78;Aleutian_Islands_252;Small mammals;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Carnivora, Rodentia;0.2125;Mustelidae, Cricetidae;0.1875;Mustela, Microtus;0.175;Multiple;0.0
79;Aleutian_Islands_252;Small pelagics;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;1.0;Clupeidae;0.75;Clupea;0.675;Clupea pallasii;0.7124999999999999
80;Aleutian_Islands_252;Small zooplankton;Animalia;1.0;Arthropoda;1.0;Copepoda;1.0;Cyclopoida;0.675;Oithonidae;0.2375;Oithona;0.2375;similis;0.23
81;Aleutian_Islands_252;Toothed whales;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;1.0;Multiple (Physeteridae, Kogiidae, Ziphiidae);0.25;Multiple;0.2;Multiple;0.2
82;Aleutian_Islands_252;Transient orca;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;1.0;Delphinidae;1.0;Orcinus;1.0;Orcinus orca;0.75
83;Australia_North_West_Shelf_405;AdCarangids;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Carangiformes;1.0;Carangidae;1.0;Caranx;0.2;;
84;Australia_North_West_Shelf_405;BenPhytoplankton;Chromista;0.3;Bacillariophyta;0.45;Bacillariophyceae;0.45;Naviculales;0.425;Naviculaceae;0.45;Navicula;0.425;Navicula phyllepta;0.1875
85;Australia_North_West_Shelf_405;Coastal sharks;Animalia;1.0;Chordata;1.0;Chondrichthyes;1.0;Carcharhiniformes;1.0;Carcharhinidae;0.75;Carcharhinus;0.2125;;
86;Australia_North_West_Shelf_405;ComPrawns;Animalia;1.0;Arthropoda;1.0;Malacostraca;1.0;Decapoda;1.0;Penaeidae;1.0;Penaeus;0.675;Penaeus merguiensis;0.2125
87;Australia_North_West_Shelf_405;Detritus;;;;;;;;;;;;;Detritus;0.0
88;Australia_North_West_Shelf_405;DpLgFish;Animalia;1.0;Chordata;1.0;Actinopterygii;0.6375;Perciformes;0.375;Scombridae;0.225;Scomberomorus;0.2125;Scomberomorus spp.;0.175
89;Australia_North_West_Shelf_405;DpLizard;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Aulopiformes;0.75;Synodontidae;0.75;Saurida;0.225;Saurida undosquamis;0.2125
90;Australia_North_West_Shelf_405;DpMedFish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.4375;Lutjanidae;0.2375;Pristipomoides;0.225;Pristipomoides filamentosus;0.2125
91;Australia_North_West_Shelf_405;DpMullidae;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.85;Mullidae;1.0;;;;
92;Australia_North_West_Shelf_405;DpNemipterids;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;1.0;Nemipteridae;1.0;Nemipterus;0.45;;
93;Australia_North_West_Shelf_405;DpPonyfish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.85;Leiognathidae;1.0;;;;
94;Australia_North_West_Shelf_405;DpSmFish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Aulopiformes;0.2;Synodontidae;0.225;Saurida;0.1875;elongata;0.15
95;Australia_North_West_Shelf_405;FryPBream;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.6375;Sparidae;1.0;Acanthopagrus;0.45;;
96;Australia_North_West_Shelf_405;JuvCarangids;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Carangiformes;1.0;Carangidae;1.0;Caranx;0.2;;
97;Australia_North_West_Shelf_405;LgZooplankton;Animalia;1.0;Arthropoda;1.0;Malacostraca;0.25;Euphausiacea;0.25;Euphausiidae;0.25;Nyctiphanes;0.225;Nyctiphanes australis;0.2125
98;Australia_North_West_Shelf_405;Macrofauna;;;;;;;;;;;;;;
99;Australia_North_West_Shelf_405;Megabenthos;Animalia;1.0;Echinodermata;0.475;Holothuroidea;0.46;Aspidochirotida;0.2125;Holothuriidae;0.45;Holothuria;0.44;Holothuria leucospilota;0.2125
100;Australia_North_West_Shelf_405;Microphytobenthos;Chromista;0.5249999999999999;Bacillariophyta;0.675;Bacillariophyceae;0.45;Naviculales;0.2;Naviculaceae, Chlorellaceae, Oscillatoriaceae;0.15;Navicula;0.2125;Navicula sp.;0.15
101;Australia_North_West_Shelf_405;PelPhytoplankton;Chromista;0.5249999999999999;Bacillariophyta;0.675;Bacillariophyceae;0.45;Thalassiosirales;0.45;Thalassiosiraceae;0.45;Thalassiosira;0.45;Thalassiosira pseudonana;0.2125
102;Australia_North_West_Shelf_405;Rays;Animalia;1.0;Chordata;1.0;Chondrichthyes;1.0;Myliobatiformes;0.6375;Dasyatidae;0.225;;;;
103;Australia_North_West_Shelf_405;RedEmperor;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.75;Lutjanidae;1.0;Lutjanus;1.0;Lutjanus sebae;0.75
104;Australia_North_West_Shelf_405;SessEpibenthos;;;;;;;;;;;;;;
105;Australia_North_West_Shelf_405;ShLethrinids;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.75;Lethrinidae;1.0;Lethrinus;0.75;;
106;Australia_North_West_Shelf_405;ShLgFish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.225;Lutjanidae;0.475;Lutjanus;0.225;Lutjanus bohar;0.2125
107;Australia_North_West_Shelf_405;ShLizard;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Aulopiformes;0.75;Synodontidae;0.75;Synodus;0.25;Synodus variegatus;0.2
108;Australia_North_West_Shelf_405;ShLutjanids;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;1.0;Lutjanidae;1.0;Lutjanus;0.45;;
109;Australia_North_West_Shelf_405;ShMedFish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.225;Lutjanidae;0.475;Lutjanus;0.2375;Lutjanus sebae;0.225
110;Australia_North_West_Shelf_405;ShMullidae;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.85;Mullidae;1.0;;;;
111;Australia_North_West_Shelf_405;ShNemipterirds;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;1.0;Nemipteridae;1.0;Nemipterus;0.475;;
112;Australia_North_West_Shelf_405;ShSerranids;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;1.0;Serranidae;1.0;Epinephelus;0.2125;;
113;Australia_North_West_Shelf_405;ShSmFish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Atheriniformes;0.225;Atherinidae;0.2375;Atherinomorus;0.225;Atherinomorus vaigiensis;0.2125
114;Australia_North_West_Shelf_405;ShSweetlip;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;1.0;Haemulidae;1.0;Plectorhinchus;0.2375;Plectorhinchus lineatus;0.225
115;Australia_North_West_Shelf_405;ShTriggerFish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Tetraodontiformes;1.0;Balistidae;1.0;Rhinecanthus;0.2125;Rhinecanthus aculeatus;0.2
116;Australia_North_West_Shelf_405;SmTunas;;;;;;;;;;;;;;
117;Australia_North_West_Shelf_405;SmZooplankton;Animalia;0.75;Arthropoda;0.75;Copepoda;0.5;Calanoida;0.25;Acartiidae;0.225;Acartia;0.2125;Acartia tonsa;0.175
118;Australia_North_West_Shelf_405;SmallPelagics;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;1.0;Clupeidae;0.75;Sardinella;0.2125;Sardinops sagax;0.2
119;Australia_North_West_Shelf_405;Squid;Animalia;1.0;Mollusca;1.0;Cephalopoda;1.0;Teuthida;1.0;Loliginidae;0.2;Sepioteuthis;0.1875;Sepioteuthis lessoniana;0.175
120;Bamboung_180;Barracudas +;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Sphyraeniformes;0.5;Sphyraenidae;1.0;Sphyraena;1.0;spp.;0.225
121;Bamboung_180;Breton africain;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.75;Sciaenidae;0.25;Pseudotolithus;0.25;Pseudotolithus senegalensis;0.225
122;Bamboung_180;Carangues;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Carangiformes;1.0;Carangidae;1.0;Caranx;0.925;hippos;0.2
123;Bamboung_180;Crabes;Animalia;1.0;Arthropoda;1.0;Malacostraca;1.0;Decapoda;1.0;Portunidae;0.175;;;;
124;Bamboung_180;Crevettes;;;;;;;;;;;;;;
125;Bamboung_180;Dauphins;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;0.75;Delphinidae;1.0;Tursiops;1.0;Tursiops truncatus;0.75
126;Bamboung_180;Detritus;;;;;;;;;;;;;;
127;Bamboung_180;Diagramme +;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.9;Haemulidae;0.75;Plectorhinchus;0.45;spp.;0.1
128;Bamboung_180;Elops;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Elopiformes;1.0;Elopidae;1.0;Elops;1.0;Elops senegalensis;0.475
129;Bamboung_180;Ethmalose;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;1.0;Clupeidae;1.0;Ethmalosa;1.0;Ethmalosa fimbriata;0.75
130;Bamboung_180;Gerres;Animalia;1.0;Chordata;1.0;Actinopterygii;0.9875;Perciformes;0.75;Gerreidae;1.0;Gerres;1.0;Gerres oyena;0.2125
131;Bamboung_180;Grand capitaine;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Carangiformes;0.35;Polynemidae;0.4;Polydactylus;0.45;quadrifilis;0.425
132;Bamboung_180;Macrobenthos;Animalia;1.0;Mollusca;0.2375;Bivalvia;0.2375;Arcida;0.1875;Arcidae;0.225;Anadara;0.225;Anadara senilis;0.2125
133;Bamboung_180;Meiobenthos;Animalia;1.0;Nematoda;0.4375;Chromadorea;0.2125;Rhabditida;0.15;Rhabditidae;0.125;Terschellingia;0.2;Terschellingia longicaudata;0.1875
134;Bamboung_180;Microphytobenth;Chromista;0.35;Ochrophyta;0.2375;Bacillariophyceae;0.45;Naviculales;0.425;Naviculaceae;0.45;Navicula;0.425;Navicula perminuta;0.23
135;Bamboung_180;Mulets;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Mugiliformes;0.675;Mugilidae;1.0;Mugil;1.0;Mugil cephalus;0.425
136;Bamboung_180;Mâchoirons mari;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Mugiliformes;0.25;Mugilidae;0.25;Mugil;0.25;Mugil cephalus;0.225
137;Bamboung_180;Oiseaux;Animalia;1.0;Chordata;1.0;Aves;1.0;Charadriiformes;0.175;Sternidae;0.2;Sterna;0.2;Sterna hirundo;0.2
138;Bamboung_180;Otolithes +;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.5;Sciaenidae;0.75;Otolithes;0.25;Otolithes ruber;0.2375
139;Bamboung_180;Petits benthoph;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gobiiformes;0.45;Gobiidae;0.6875;;;;
140;Bamboung_180;Phytoplancton;Chromista;0.35;Bacillariophyta;0.2;Bacillariophyceae;0.2125;Thalassiosirales;0.45;Skeletonemataceae;0.2;Skeletonema;0.225;Skeletonema costatum;0.2125
141;Bamboung_180;Pomadasys;;;;;;;;;;;;;;
142;Bamboung_180;Pompaneau +;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Carangiformes;1.0;Carangidae;1.0;Trachinotus;0.825;spp.;0.175
143;Bamboung_180;Raies;Animalia;1.0;Chordata;1.0;Chondrichthyes;0.75;Myliobatiformes;0.75;Dasyatidae;0.5;Dasyatis;0.35;Dasyatis pastinaca;0.3
144;Bamboung_180;Requins;;;;;;;;;;;;;;
145;Bamboung_180;Sardinelle +;;;;;;;;;;;;;;
146;Bamboung_180;Sole-langue +;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;1.0;Soleidae;0.5;Solea;0.5;Solea senegalensis;0.225
147;Bamboung_180;Tilapias;;;;;;;;;;;;;;
148;Bamboung_180;Tétrodon +;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Tetraodontiformes;1.0;Tetraodontidae;1.0;;;spp.;0.075
149;Bamboung_180;Vivaneaux +;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Lutjaniformes;0.45;Lutjanidae;0.75;Lutjanus;0.75;Lutjanus goreensis;0.2125
150;Bamboung_180;Zooplancton;;;;;;;;;;;;;;
