;QueryName;ScientificName;AphiaID;Rank;Status;Kingdom;Phylum;Class;Order;Family;Genus;Species;FileName;OriginalName
31;Mullus;Mullus;126034.0;Genus;accepted;Animalia;Chordata;Teleostei;Mulliformes;Mullidae;Mullus;Nan;Aegean_Sea_760;Red mullets
32;Scorpaena;Scorpaena;126171.0;Genus;accepted;Animalia;Chordata;Teleostei;Perciformes;Scorpaenidae;Scorpaena;Nan;Aegean_Sea_760;Rockfish
33;Caretta caretta;Caretta caretta;137205.0;Species;accepted;Animalia;Chordata;None;Testudines;Cheloniidae;Caretta;Caretta caretta;Aegean_Sea_760;Sea turtles
34;Calonectris diomedea;Calonectris diomedea;137194.0;Species;accepted;Animalia;Chordata;Aves;Procellariiformes;Procellariidae;Calonectris;Calonectris diomedea;Aegean_Sea_760;Seabirds
35;Prionace glauca;Prionace glauca;105801.0;Species;accepted;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Carcharhinidae;Prionace;Prionace glauca;Aegean_Sea_760;Sharks
36;Liocarcinus depurator;Liocarcinus depurator;107387.0;Species;superseded combination;Animalia;Arthropoda;Malacostraca;Decapoda;Polybiidae;Liocarcinus;Liocarcinus depurator;Aegean_Sea_760;Shelf crabs
37;Aristeus antennatus;Aristeus antennatus;107083.0;Species;accepted;Animalia;Arthropoda;Malacostraca;Decapoda;Aristeidae;Aristeus;Aristeus antennatus;Aegean_Sea_760;Shrimps
38;Chaceon mediterraneus;Chaceon mediterraneus;107372.0;Species;accepted;Animalia;Arthropoda;Malacostraca;Decapoda;Geryonidae;Chaceon;Chaceon mediterraneus;Aegean_Sea_760;Slope crabs
39;Gobius niger;Gobius niger;126892.0;Species;accepted;Animalia;Chordata;Teleostei;Gobiiformes;Gobiidae;Gobius;Gobius niger;Aegean_Sea_760;Small demersals 1
40;Mullus barbatus;Mullus barbatus;126985.0;Species;accepted;Animalia;Chordata;Teleostei;Mulliformes;Mullidae;Mullus;Mullus barbatus;Aegean_Sea_760;Small demersals 2
41;Gobius niger;Gobius niger;126892.0;Species;accepted;Animalia;Chordata;Teleostei;Gobiiformes;Gobiidae;Gobius;Gobius niger;Aegean_Sea_760;Small demersals 3
42;Loligo vulgaris;Loligo vulgaris;140271.0;Species;accepted;Animalia;Mollusca;Cephalopoda;Myopsida;Loliginidae;Loligo;Loligo vulgaris;Aegean_Sea_760;Squids
43;Gadus chalcogrammus;Gadus chalcogrammus;300735.0;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus chalcogrammus;Aleutian_Islands_252;Adult pollock
44;Atheresthes stomias;Atheresthes stomias;279792.0;Species;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Atheresthes;Atheresthes stomias;Aleutian_Islands_252;Arrowtooth
45;Pleurogrammus monopterygius;Pleurogrammus monopterygius;282289.0;Species;accepted;Animalia;Chordata;Teleostei;Perciformes;Hexagrammidae;Pleurogrammus;Pleurogrammus monopterygius;Aleutian_Islands_252;Atka mackerel
46;Mysticeti;Mysticeti;148724.0;Superfamily;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;None;None;Nan;Aleutian_Islands_252;Baleen whales
47;Invertebrata;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Aleutian_Islands_252;Benthic inverts
48;Aves;Aves;1836.0;Class;accepted;Animalia;Chordata;Aves;None;None;None;Nan;Aleutian_Islands_252;Birds
49;Cephalopoda;Cephalopoda;11707.0;Class;accepted;Animalia;Mollusca;Cephalopoda;None;None;None;Nan;Aleutian_Islands_252;Cephalopods
50;Sebastes sp. (deepwater rockfishes);Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Aleutian_Islands_252;Deep L
51;Demersal fishes (mixed small–medium demersals);Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Aleutian_Islands_252;Dem S M
52;Detritus;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Aleutian_Islands_252;Detritus
53;Epibenthic predators (mixed taxa);Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Aleutian_Islands_252;Epiben carnivores
54;Pleuronectidae (flatfishes);Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Aleutian_Islands_252;Flatfish
55;Hippoglossus stenolepis;Hippoglossus stenolepis;274290.0;Species;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Hippoglossus;Hippoglossus stenolepis;Aleutian_Islands_252;Halibut
56;Clupea pallasii;Clupea pallasii;151159.0;Species;accepted;Animalia;Chordata;Teleostei;Clupeiformes;Clupeidae;Clupea;Clupea pallasii;Aleutian_Islands_252;Herring
57;Gadus chalcogrammus;Gadus chalcogrammus;300735.0;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus chalcogrammus;Aleutian_Islands_252;Juvenile pollock
58;Lamna ditropis;Lamna ditropis;271421.0;Species;accepted;Animalia;Chordata;Elasmobranchii;Lamniformes;Lamnidae;Lamna;Lamna ditropis;Aleutian_Islands_252;Large pelagics
59;Gadus macrocephalus;Gadus macrocephalus;254538.0;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus macrocephalus;Aleutian_Islands_252;Large pred demersals
60;Euphausiacea;Euphausiacea;1128.0;Order;accepted;Animalia;Arthropoda;Malacostraca;Euphausiacea;None;None;Nan;Aleutian_Islands_252;Large zooplankton
61;Nereocystis luetkeana;Nereocystis luetkeana;240752.0;Species;accepted;Chromista;Ochrophyta;Phaeophyceae;Laminariales;Laminariaceae;Nereocystis;Nereocystis luetkeana;Aleutian_Islands_252;Macrophytes
62;Myctophidae;Myctophidae;125498.0;Family;accepted;Animalia;Chordata;Teleostei;Myctophiformes;Myctophidae;None;Nan;Aleutian_Islands_252;Myctophids
63;Sebastes alutus;Sebastes alutus;254573.0;Species;accepted;Animalia;Chordata;Teleostei;Perciformes;Sebastidae;Sebastes;Sebastes alutus;Aleutian_Islands_252;POP
64;Gadus macrocephalus;Gadus macrocephalus;254538.0;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus macrocephalus;Aleutian_Islands_252;Pacific cod
65;Bacillariophyta;Bacillariophyta;148898.0;Phylum;accepted;Chromista;Bacillariophyta;None;None;None;None;Nan;Aleutian_Islands_252;Phytoplankton
66;Sebastes spp.;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Aleutian_Islands_252;Rockfish
67;Eumetopias jubatus;Eumetopias jubatus;254999.0;Species;accepted;Animalia;Chordata;Mammalia;Carnivora;Otariidae;Eumetopias;Eumetopias jubatus;Aleutian_Islands_252;SSL Adults
68;Eumetopias jubatus;Eumetopias jubatus;254999.0;Species;accepted;Animalia;Chordata;Mammalia;Carnivora;Otariidae;Eumetopias;Eumetopias jubatus;Aleutian_Islands_252;SSL embryo
69;Eumetopias jubatus;Eumetopias jubatus;254999.0;Species;accepted;Animalia;Chordata;Mammalia;Carnivora;Otariidae;Eumetopias;Eumetopias jubatus;Aleutian_Islands_252;SSL juveniles
70;Eumetopias jubatus;Eumetopias jubatus;254999.0;Species;accepted;Animalia;Chordata;Mammalia;Carnivora;Otariidae;Eumetopias;Eumetopias jubatus;Aleutian_Islands_252;SSL pups
71;Anoplopoma fimbria;Anoplopoma fimbria;159463.0;Species;accepted;Animalia;Chordata;Teleostei;Perciformes;Anoplopomatidae;Anoplopoma;Anoplopoma fimbria;Aleutian_Islands_252;Sablefish
72;Oncorhynchus keta;Oncorhynchus keta;127183.0;Species;accepted;Animalia;Chordata;Teleostei;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus keta;Aleutian_Islands_252;Salmon
73;Ammodytes hexapterus;Ammodytes hexapterus;254510.0;Species;accepted;Animalia;Chordata;Teleostei;Perciformes;Ammodytidae;Ammodytes;Ammodytes hexapterus;Aleutian_Islands_252;Sandlance
74;Enhydra lutris;Enhydra lutris;242598.0;Species;accepted;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Enhydra;Enhydra lutris;Aleutian_Islands_252;Sea otters
75;Squalus acanthias;Squalus acanthias;105923.0;Species;accepted;Animalia;Chordata;Elasmobranchii;Squaliformes;Squalidae;Squalus;Squalus acanthias;Aleutian_Islands_252;Shark and skates
76;Carcharodon carcharias;Carcharodon carcharias;105838.0;Species;accepted;Animalia;Chordata;Elasmobranchii;Lamniformes;Lamnidae;Carcharodon;Carcharodon carcharias;Aleutian_Islands_252;Shark mammal eater
77;Pandalidae;Pandalidae;106789.0;Family;accepted;Animalia;Arthropoda;Malacostraca;Decapoda;Pandalidae;None;Nan;Aleutian_Islands_252;Shrimps
78;Mammalia;Mammalia;1837.0;Class;accepted;Animalia;Chordata;Mammalia;None;None;None;Nan;Aleutian_Islands_252;Small mammals
79;Clupea pallasii;Clupea pallasii;151159.0;Species;accepted;Animalia;Chordata;Teleostei;Clupeiformes;Clupeidae;Clupea;Clupea pallasii;Aleutian_Islands_252;Small pelagics
80;Copepoda;Copepoda;1080.0;Class;accepted;Animalia;Arthropoda;Copepoda;None;None;None;Nan;Aleutian_Islands_252;Small zooplankton
81;Odontoceti;Odontoceti;148723.0;Superfamily;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;None;None;Nan;Aleutian_Islands_252;Toothed whales
82;Orcinus orca;Orcinus orca;137102.0;Species;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;Delphinidae;Orcinus;Orcinus orca;Aleutian_Islands_252;Transient orca
83;Carangidae;Carangidae;125523.0;Family;accepted;Animalia;Chordata;Teleostei;Carangiformes;Carangidae;None;Nan;Australia_North_West_Shelf_405;AdCarangids
84;Bacillariophyta;Bacillariophyta;148898.0;Phylum;accepted;Chromista;Bacillariophyta;None;None;None;None;Nan;Australia_North_West_Shelf_405;BenPhytoplankton
85;Carcharhinidae;Carcharhinidae;105689.0;Family;accepted;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Carcharhinidae;None;Nan;Australia_North_West_Shelf_405;Coastal sharks
86;Penaeus merguiensis;Penaeus merguiensis;210377.0;Species;superseded combination;Animalia;Arthropoda;Malacostraca;Decapoda;Penaeidae;Penaeus;Penaeus merguiensis;Australia_North_West_Shelf_405;ComPrawns
87;Detritus;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Australia_North_West_Shelf_405;Detritus
88;Carcharhinus leucas;Carcharhinus leucas;105792.0;Species;accepted;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Carcharhinidae;Carcharhinus;Carcharhinus leucas;Australia_North_West_Shelf_405;DpLgFish
89;Saurida undosquamis;Saurida undosquamis;126371.0;Species;accepted;Animalia;Chordata;Teleostei;Aulopiformes;Synodontidae;Saurida;Saurida undosquamis;Australia_North_West_Shelf_405;DpLizard
90;Pristipomoides filamentosus;Pristipomoides filamentosus;218511.0;Species;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Lutjanidae;Pristipomoides;Pristipomoides filamentosus;Australia_North_West_Shelf_405;DpMedFish
91;Mullidae;Mullidae;125547.0;Family;accepted;Animalia;Chordata;Teleostei;Mulliformes;Mullidae;None;Nan;Australia_North_West_Shelf_405;DpMullidae
92;Nemipteridae;Nemipteridae;151459.0;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Nemipteridae;None;Nan;Australia_North_West_Shelf_405;DpNemipterids
93;Leiognathidae;Leiognathidae;125542.0;Family;accepted;Animalia;Chordata;Teleostei;Acanthuriformes;Leiognathidae;None;Nan;Australia_North_West_Shelf_405;DpPonyfish
94;Myctophidae;Myctophidae;125498.0;Family;accepted;Animalia;Chordata;Teleostei;Myctophiformes;Myctophidae;None;Nan;Australia_North_West_Shelf_405;DpSmFish
95;Sparidae;Sparidae;125564.0;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;None;Nan;Australia_North_West_Shelf_405;FryPBream
96;Carangidae;Carangidae;125523.0;Family;accepted;Animalia;Chordata;Teleostei;Carangiformes;Carangidae;None;Nan;Australia_North_West_Shelf_405;JuvCarangids
97;Euphausiacea;Euphausiacea;1128.0;Order;accepted;Animalia;Arthropoda;Malacostraca;Euphausiacea;None;None;Nan;Australia_North_West_Shelf_405;LgZooplankton
98;Polychaeta;Polychaeta;883.0;Class;accepted;Animalia;Annelida;Polychaeta;None;None;None;Nan;Australia_North_West_Shelf_405;Macrofauna
99;Holothuria atra;Holothuria atra;1672768.0;Species;accepted;Animalia;Echinodermata;Holothuroidea;Holothuriida;Holothuriidae;Holothuria;Holothuria atra;Australia_North_West_Shelf_405;Megabenthos
100;Bacillariophyta;Bacillariophyta;148898.0;Phylum;accepted;Chromista;Bacillariophyta;None;None;None;None;Nan;Australia_North_West_Shelf_405;Microphytobenthos
101;Bacillariophyta;Bacillariophyta;148898.0;Phylum;accepted;Chromista;Bacillariophyta;None;None;None;None;Nan;Australia_North_West_Shelf_405;PelPhytoplankton
102;Dasyatidae;Dasyatidae;105708.0;Family;accepted;Animalia;Chordata;Elasmobranchii;Myliobatiformes;Dasyatidae;None;Nan;Australia_North_West_Shelf_405;Rays
103;Lutjanus sebae;Lutjanus sebae;218499.0;Species;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Lutjanidae;Lutjanus;Lutjanus sebae;Australia_North_West_Shelf_405;RedEmperor
104;Scleractinia;Scleractinia;1363.0;Order;accepted;Animalia;Cnidaria;Hexacorallia;Scleractinia;None;None;Nan;Australia_North_West_Shelf_405;SessEpibenthos
105;Lethrinus;Lethrinus;206059.0;Genus;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Lethrinidae;Lethrinus;Nan;Australia_North_West_Shelf_405;ShLethrinids
106;Lutjanus bohar;Lutjanus bohar;218479.0;Species;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Lutjanidae;Lutjanus;Lutjanus bohar;Australia_North_West_Shelf_405;ShLgFish
107;Synodus variegatus;Synodus variegatus;217670.0;Species;accepted;Animalia;Chordata;Teleostei;Aulopiformes;Synodontidae;Synodus;Synodus variegatus;Australia_North_West_Shelf_405;ShLizard
108;Lutjanidae;Lutjanidae;151453.0;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Lutjanidae;None;Nan;Australia_North_West_Shelf_405;ShLutjanids
109;Lutjanus sebae;Lutjanus sebae;218499.0;Species;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Lutjanidae;Lutjanus;Lutjanus sebae;Australia_North_West_Shelf_405;ShMedFish
110;Mullidae;Mullidae;125547.0;Family;accepted;Animalia;Chordata;Teleostei;Mulliformes;Mullidae;None;Nan;Australia_North_West_Shelf_405;ShMullidae
111;Nemipteridae;Nemipteridae;151459.0;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Nemipteridae;None;Nan;Australia_North_West_Shelf_405;ShNemipterirds
112;Serranidae;Serranidae;125561.0;Family;accepted;Animalia;Chordata;Teleostei;Perciformes;Serranidae;None;Nan;Australia_North_West_Shelf_405;ShSerranids
113;Atherinomorus vaigiensis;Atherinomorus vaigiensis;272039.0;Species;accepted;Animalia;Chordata;Teleostei;Atheriniformes;Atherinidae;Atherinomorus;Atherinomorus vaigiensis;Australia_North_West_Shelf_405;ShSmFish
114;Plectorhinchus;Plectorhinchus;126010.0;Genus;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Haemulidae;Plectorhinchus;Nan;Australia_North_West_Shelf_405;ShSweetlip
115;Balistidae;Balistidae;125607.0;Family;accepted;Animalia;Chordata;Teleostei;Tetraodontiformes;Balistidae;None;Nan;Australia_North_West_Shelf_405;ShTriggerFish
116;Euthynnus affinis;Euthynnus affinis;219708.0;Species;accepted;Animalia;Chordata;Teleostei;Scombriformes;Scombridae;Euthynnus;Euthynnus affinis;Australia_North_West_Shelf_405;SmTunas
117;Copepoda;Copepoda;1080.0;Class;accepted;Animalia;Arthropoda;Copepoda;None;None;None;Nan;Australia_North_West_Shelf_405;SmZooplankton
118;Sardinops sagax;Sardinops sagax;217452.0;Species;accepted;Animalia;Chordata;Teleostei;Clupeiformes;Alosidae;Sardinops;Sardinops sagax;Australia_North_West_Shelf_405;SmallPelagics
119;Cephalopoda;Cephalopoda;11707.0;Class;accepted;Animalia;Mollusca;Cephalopoda;None;None;None;Nan;Australia_North_West_Shelf_405;Squid
120;Sphyraena barracuda;Sphyraena barracuda;345843.0;Species;accepted;Animalia;Chordata;Teleostei;Carangaria incertae sedis;Sphyraenidae;Sphyraena;Sphyraena barracuda;Bamboung_180;Barracudas +
121;Pseudotolithus senegalensis;Pseudotolithus senegalensis;127008.0;Species;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sciaenidae;Pseudotolithus;Pseudotolithus senegalensis;Bamboung_180;Breton africain
122;Carangidae;Carangidae;125523.0;Family;accepted;Animalia;Chordata;Teleostei;Carangiformes;Carangidae;None;Nan;Bamboung_180;Carangues
123;Brachyura;Brachyura;106673.0;Infraorder;accepted;Animalia;Arthropoda;Malacostraca;Decapoda;None;None;Nan;Bamboung_180;Crabes
124;Penaeidae;Penaeidae;106727.0;Family;accepted;Animalia;Arthropoda;Malacostraca;Decapoda;Penaeidae;None;Nan;Bamboung_180;Crevettes
125;Tursiops truncatus;Tursiops truncatus;137111.0;Species;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;Delphinidae;Tursiops;Tursiops truncatus;Bamboung_180;Dauphins
126;Detritus;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Bamboung_180;Detritus
127;Diagramma pictum;Diagramma pictum;218536.0;Species;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Haemulidae;Diagramma;Diagramma pictum;Bamboung_180;Diagramme +
128;Elops senegalensis;Elops senegalensis;275406.0;Species;accepted;Animalia;Chordata;Teleostei;Elopiformes;Elopidae;Elops;Elops senegalensis;Bamboung_180;Elops
129;Ethmalosa fimbriata;Ethmalosa fimbriata;280725.0;Species;accepted;Animalia;Chordata;Teleostei;Clupeiformes;Dorosomatidae;Ethmalosa;Ethmalosa fimbriata;Bamboung_180;Ethmalose
130;Gerres oyena;Gerres oyena;218535.0;Species;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Gerreidae;Gerres;Gerres oyena;Bamboung_180;Gerres
131;Seriola dumerili;Seriola dumerili;126816.0;Species;accepted;Animalia;Chordata;Teleostei;Carangiformes;Carangidae;Seriola;Seriola dumerili;Bamboung_180;Grand capitaine
132;Anadara senilis;Anadara senilis;224357.0;Species;unaccepted;Animalia;Mollusca;Bivalvia;Arcida;Arcidae;Anadara;Anadara senilis;Bamboung_180;Macrobenthos
133;Terschellingia longicaudata;Terschellingia longicaudata;121679.0;Species;accepted;Animalia;Nematoda;Chromadorea;Monhysterida;Linhomoeidae;Terschellingia;Terschellingia longicaudata;Bamboung_180;Meiobenthos
134;Navicula;Navicula;149142.0;Genus;accepted;Chromista;Heterokontophyta;Bacillariophyceae;Naviculales;Naviculaceae;Navicula;Nan;Bamboung_180;Microphytobenth
135;Mugil cephalus;Mugil cephalus;126983.0;Species;accepted;Animalia;Chordata;Teleostei;Mugiliformes;Mugilidae;Mugil;Mugil cephalus;Bamboung_180;Mulets
136;Mugil cephalus;Mugil cephalus;126983.0;Species;accepted;Animalia;Chordata;Teleostei;Mugiliformes;Mugilidae;Mugil;Mugil cephalus;Bamboung_180;Mâchoirons mari
137;Aves;Aves;1836.0;Class;accepted;Animalia;Chordata;Aves;None;None;None;Nan;Bamboung_180;Oiseaux
138;Sardinella aurita;Sardinella aurita;126422.0;Species;accepted;Animalia;Chordata;Teleostei;Clupeiformes;Dorosomatidae;Sardinella;Sardinella aurita;Bamboung_180;Otolithes +
139;Gobiidae;Gobiidae;125537.0;Family;accepted;Animalia;Chordata;Teleostei;Gobiiformes;Gobiidae;None;Nan;Bamboung_180;Petits benthoph
140;Skeletonema costatum;Skeletonema costatum;149074.0;Species;accepted;Chromista;Heterokontophyta;Bacillariophyceae;Thalassiosirales;Skeletonemaceae;Skeletonema;Skeletonema costatum;Bamboung_180;Phytoplancton
141;Pomadasys;Pomadasys;126011.0;Genus;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Haemulidae;Pomadasys;Nan;Bamboung_180;Pomadasys
142;Trachinotus spp.;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Bamboung_180;Pompaneau +
143;Dasyatis pastinaca;Dasyatis pastinaca;105851.0;Species;accepted;Animalia;Chordata;Elasmobranchii;Myliobatiformes;Dasyatidae;Dasyatis;Dasyatis pastinaca;Bamboung_180;Raies
144;Selachimorpha;Selachimorpha;1779682.0;Superorder;superseded rank;Animalia;Chordata;Elasmobranchii;None;None;None;Nan;Bamboung_180;Requins
145;Sardinella aurita;Sardinella aurita;126422.0;Species;accepted;Animalia;Chordata;Teleostei;Clupeiformes;Dorosomatidae;Sardinella;Sardinella aurita;Bamboung_180;Sardinelle +
146;Solea senegalensis;Solea senegalensis;127159.0;Species;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Soleidae;Solea;Solea senegalensis;Bamboung_180;Sole-langue +
147;Tilapia;Tilapia;271096.0;Genus;accepted;Animalia;Chordata;Teleostei;Cichliformes;Cichlidae;Tilapia;Nan;Bamboung_180;Tilapias
148;Tetraodontidae;Tetraodontidae;125612.0;Family;accepted;Animalia;Chordata;Teleostei;Tetraodontiformes;Tetraodontidae;None;Nan;Bamboung_180;Tétrodon +
